Session,Date,Left,Centre,Right
ParlaMint-FR-en_2017-06-27-O1124-meta.tsv,2017-06-27,0,1,1
ParlaMint-FR-en_2017-06-28-O1125-meta.tsv,2017-06-28,3,2,16
ParlaMint-FR-en_2017-07-03-C1001-meta.tsv,2017-07-03,2,2,4
ParlaMint-FR-en_2017-07-03-O1001-meta.tsv,2017-07-03,2,2,4
ParlaMint-FR-en_2017-07-04-E1001-meta.tsv,2017-07-04,12,2,23
ParlaMint-FR-en_2017-07-05-E1002-meta.tsv,2017-07-05,11,8,16
ParlaMint-FR-en_2017-07-06-E1003-meta.tsv,2017-07-06,11,7,15
ParlaMint-FR-en_2017-07-06-E1004-meta.tsv,2017-07-06,9,4,12
ParlaMint-FR-en_2017-07-10-E1005-meta.tsv,2017-07-10,21,11,9
ParlaMint-FR-en_2017-07-10-E1006-meta.tsv,2017-07-10,25,8,6
ParlaMint-FR-en_2017-07-11-E1007-meta.tsv,2017-07-11,26,12,22
ParlaMint-FR-en_2017-07-11-E1008-meta.tsv,2017-07-11,21,7,12
ParlaMint-FR-en_2017-07-12-E1009-meta.tsv,2017-07-12,30,15,28
ParlaMint-FR-en_2017-07-12-E1010-meta.tsv,2017-07-12,20,14,11
ParlaMint-FR-en_2017-07-13-E1011-meta.tsv,2017-07-13,17,8,12
ParlaMint-FR-en_2017-07-13-E1012-meta.tsv,2017-07-13,24,20,15
ParlaMint-FR-en_2017-07-18-E1013-meta.tsv,2017-07-18,11,10,24
ParlaMint-FR-en_2017-07-18-E1014-meta.tsv,2017-07-18,12,9,7
ParlaMint-FR-en_2017-07-19-E1015-meta.tsv,2017-07-19,18,23,36
ParlaMint-FR-en_2017-07-20-E1016-meta.tsv,2017-07-20,15,19,12
ParlaMint-FR-en_2017-07-24-E1017-meta.tsv,2017-07-24,25,9,27
ParlaMint-FR-en_2017-07-24-E1018-meta.tsv,2017-07-24,19,9,33
ParlaMint-FR-en_2017-07-25-E1019-meta.tsv,2017-07-25,24,18,40
ParlaMint-FR-en_2017-07-25-E1020-meta.tsv,2017-07-25,24,8,25
ParlaMint-FR-en_2017-07-26-E1021-meta.tsv,2017-07-26,31,24,40
ParlaMint-FR-en_2017-07-26-E1022-meta.tsv,2017-07-26,19,14,31
ParlaMint-FR-en_2017-07-27-E1023-meta.tsv,2017-07-27,14,18,27
ParlaMint-FR-en_2017-07-27-E1024-meta.tsv,2017-07-27,22,21,34
ParlaMint-FR-en_2017-07-27-E1025-meta.tsv,2017-07-27,18,13,31
ParlaMint-FR-en_2017-07-28-E1026-meta.tsv,2017-07-28,25,15,23
ParlaMint-FR-en_2017-07-28-E1027-meta.tsv,2017-07-28,21,30,38
ParlaMint-FR-en_2017-07-28-E1028-meta.tsv,2017-07-28,22,14,26
ParlaMint-FR-en_2017-08-01-E1029-meta.tsv,2017-08-01,20,5,15
ParlaMint-FR-en_2017-08-02-E1030-meta.tsv,2017-08-02,13,12,26
ParlaMint-FR-en_2017-08-03-E1031-meta.tsv,2017-08-03,16,12,26
ParlaMint-FR-en_2017-08-03-E1032-meta.tsv,2017-08-03,14,21,27
ParlaMint-FR-en_2017-08-09-E1033-meta.tsv,2017-08-09,23,13,34
ParlaMint-FR-en_2017-09-25-E2001-meta.tsv,2017-09-25,12,14,19
ParlaMint-FR-en_2017-09-25-E2002-meta.tsv,2017-09-25,15,9,20
ParlaMint-FR-en_2017-09-26-E2003-meta.tsv,2017-09-26,22,21,37
ParlaMint-FR-en_2017-09-26-E2004-meta.tsv,2017-09-26,11,15,30
ParlaMint-FR-en_2017-09-27-E2005-meta.tsv,2017-09-27,20,16,24
ParlaMint-FR-en_2017-09-27-E2006-meta.tsv,2017-09-27,12,11,22
ParlaMint-FR-en_2017-09-28-E2007-meta.tsv,2017-09-28,13,25,18
ParlaMint-FR-en_2017-09-28-E2008-meta.tsv,2017-09-28,14,20,13
ParlaMint-FR-en_2017-10-03-O1001-meta.tsv,2017-10-03,22,18,33
ParlaMint-FR-en_2017-10-03-O1002-meta.tsv,2017-10-03,14,13,19
ParlaMint-FR-en_2017-10-04-O1003-meta.tsv,2017-10-04,24,20,30
ParlaMint-FR-en_2017-10-04-O1004-meta.tsv,2017-10-04,8,12,9
ParlaMint-FR-en_2017-10-10-O1005-meta.tsv,2017-10-10,17,23,33
ParlaMint-FR-en_2017-10-10-O1006-meta.tsv,2017-10-10,11,12,15
ParlaMint-FR-en_2017-10-11-O1007-meta.tsv,2017-10-11,21,23,26
ParlaMint-FR-en_2017-10-12-O1008-meta.tsv,2017-10-12,8,8,22
ParlaMint-FR-en_2017-10-12-O1009-meta.tsv,2017-10-12,11,6,16
ParlaMint-FR-en_2017-10-17-O1010-meta.tsv,2017-10-17,21,19,36
ParlaMint-FR-en_2017-10-17-O1011-meta.tsv,2017-10-17,18,15,20
ParlaMint-FR-en_2017-10-18-O1012-meta.tsv,2017-10-18,24,32,36
ParlaMint-FR-en_2017-10-18-O1013-meta.tsv,2017-10-18,19,10,12
ParlaMint-FR-en_2017-10-19-O1014-meta.tsv,2017-10-19,15,17,23
ParlaMint-FR-en_2017-10-19-O1015-meta.tsv,2017-10-19,17,19,29
ParlaMint-FR-en_2017-10-19-O1016-meta.tsv,2017-10-19,13,12,20
ParlaMint-FR-en_2017-10-20-O1017-meta.tsv,2017-10-20,14,17,17
ParlaMint-FR-en_2017-10-20-O1018-meta.tsv,2017-10-20,16,14,17
ParlaMint-FR-en_2017-10-20-O1019-meta.tsv,2017-10-20,9,14,20
ParlaMint-FR-en_2017-10-21-O1020-meta.tsv,2017-10-21,7,18,16
ParlaMint-FR-en_2017-10-21-O1021-meta.tsv,2017-10-21,13,16,17
ParlaMint-FR-en_2017-10-21-O1022-meta.tsv,2017-10-21,7,17,15
ParlaMint-FR-en_2017-10-23-O1023-meta.tsv,2017-10-23,7,11,14
ParlaMint-FR-en_2017-10-24-O1024-meta.tsv,2017-10-24,22,15,34
ParlaMint-FR-en_2017-10-24-O1025-meta.tsv,2017-10-24,14,18,13
ParlaMint-FR-en_2017-10-25-O1026-meta.tsv,2017-10-25,28,18,48
ParlaMint-FR-en_2017-10-25-O1027-meta.tsv,2017-10-25,20,18,27
ParlaMint-FR-en_2017-10-26-O1028-meta.tsv,2017-10-26,15,17,20
ParlaMint-FR-en_2017-10-26-O1029-meta.tsv,2017-10-26,17,18,19
ParlaMint-FR-en_2017-10-26-O1030-meta.tsv,2017-10-26,12,13,16
ParlaMint-FR-en_2017-10-27-O1031-meta.tsv,2017-10-27,10,15,14
ParlaMint-FR-en_2017-10-27-O1032-meta.tsv,2017-10-27,13,26,13
ParlaMint-FR-en_2017-10-27-O1033-meta.tsv,2017-10-27,11,22,11
ParlaMint-FR-en_2017-10-31-O1034-meta.tsv,2017-10-31,18,15,37
ParlaMint-FR-en_2017-10-31-O1035-meta.tsv,2017-10-31,9,5,7
ParlaMint-FR-en_2017-11-02-O1036-meta.tsv,2017-11-02,8,9,17
ParlaMint-FR-en_2017-11-02-O1037-meta.tsv,2017-11-02,10,13,16
ParlaMint-FR-en_2017-11-02-O1038-meta.tsv,2017-11-02,12,16,17
ParlaMint-FR-en_2017-11-03-O1039-meta.tsv,2017-11-03,9,10,13
ParlaMint-FR-en_2017-11-03-O1040-meta.tsv,2017-11-03,8,8,12
ParlaMint-FR-en_2017-11-06-O1041-meta.tsv,2017-11-06,10,10,11
ParlaMint-FR-en_2017-11-07-O1042-meta.tsv,2017-11-07,18,13,29
ParlaMint-FR-en_2017-11-07-O1043-meta.tsv,2017-11-07,11,16,14
ParlaMint-FR-en_2017-11-08-O1044-meta.tsv,2017-11-08,15,20,23
ParlaMint-FR-en_2017-11-08-O1045-meta.tsv,2017-11-08,21,19,18
ParlaMint-FR-en_2017-11-09-O1046-meta.tsv,2017-11-09,13,5,7
ParlaMint-FR-en_2017-11-09-O1047-meta.tsv,2017-11-09,14,19,13
ParlaMint-FR-en_2017-11-09-O1048-meta.tsv,2017-11-09,6,13,10
ParlaMint-FR-en_2017-11-10-O1049-meta.tsv,2017-11-10,9,9,10
ParlaMint-FR-en_2017-11-10-O1050-meta.tsv,2017-11-10,7,10,8
ParlaMint-FR-en_2017-11-13-O1051-meta.tsv,2017-11-13,12,15,19
ParlaMint-FR-en_2017-11-13-O1052-meta.tsv,2017-11-13,10,10,15
ParlaMint-FR-en_2017-11-14-O1053-meta.tsv,2017-11-14,18,17,31
ParlaMint-FR-en_2017-11-14-O1054-meta.tsv,2017-11-14,11,14,28
ParlaMint-FR-en_2017-11-15-O1055-meta.tsv,2017-11-15,20,25,42
ParlaMint-FR-en_2017-11-15-O1056-meta.tsv,2017-11-15,14,14,15
ParlaMint-FR-en_2017-11-16-O1057-meta.tsv,2017-11-16,8,17,17
ParlaMint-FR-en_2017-11-16-O1058-meta.tsv,2017-11-16,12,19,19
ParlaMint-FR-en_2017-11-16-O1059-meta.tsv,2017-11-16,9,11,15
ParlaMint-FR-en_2017-11-17-O1060-meta.tsv,2017-11-17,6,12,10
ParlaMint-FR-en_2017-11-17-O1061-meta.tsv,2017-11-17,6,12,15
ParlaMint-FR-en_2017-11-17-O1062-meta.tsv,2017-11-17,5,7,11
ParlaMint-FR-en_2017-11-20-O1063-meta.tsv,2017-11-20,12,22,10
ParlaMint-FR-en_2017-11-21-O1064-meta.tsv,2017-11-21,18,14,31
ParlaMint-FR-en_2017-11-21-O1065-meta.tsv,2017-11-21,16,14,15
ParlaMint-FR-en_2017-11-22-O1066-meta.tsv,2017-11-22,25,12,32
ParlaMint-FR-en_2017-11-22-O1067-meta.tsv,2017-11-22,14,7,8
ParlaMint-FR-en_2017-11-23-O1068-meta.tsv,2017-11-23,14,11,9
ParlaMint-FR-en_2017-11-23-O1069-meta.tsv,2017-11-23,11,7,6
ParlaMint-FR-en_2017-11-23-O1070-meta.tsv,2017-11-23,10,7,4
ParlaMint-FR-en_2017-11-27-O1071-meta.tsv,2017-11-27,6,4,7
ParlaMint-FR-en_2017-11-27-O1072-meta.tsv,2017-11-27,5,3,6
ParlaMint-FR-en_2017-11-28-O1073-meta.tsv,2017-11-28,18,19,27
ParlaMint-FR-en_2017-11-28-O1074-meta.tsv,2017-11-28,11,12,24
ParlaMint-FR-en_2017-11-29-O1075-meta.tsv,2017-11-29,20,17,31
ParlaMint-FR-en_2017-11-29-O1076-meta.tsv,2017-11-29,13,10,15
ParlaMint-FR-en_2017-11-30-O1077-meta.tsv,2017-11-30,8,5,21
ParlaMint-FR-en_2017-11-30-O1078-meta.tsv,2017-11-30,9,10,19
ParlaMint-FR-en_2017-11-30-O1079-meta.tsv,2017-11-30,4,10,15
ParlaMint-FR-en_2017-12-01-O1080-meta.tsv,2017-12-01,7,9,4
ParlaMint-FR-en_2017-12-04-O1081-meta.tsv,2017-12-04,9,10,10
ParlaMint-FR-en_2017-12-04-O1082-meta.tsv,2017-12-04,8,13,14
ParlaMint-FR-en_2017-12-05-O1083-meta.tsv,2017-12-05,15,18,31
ParlaMint-FR-en_2017-12-05-O1084-meta.tsv,2017-12-05,9,14,12
ParlaMint-FR-en_2017-12-06-O1085-meta.tsv,2017-12-06,21,19,29
ParlaMint-FR-en_2017-12-06-O1086-meta.tsv,2017-12-06,11,13,15
ParlaMint-FR-en_2017-12-07-O1087-meta.tsv,2017-12-07,10,8,20
ParlaMint-FR-en_2017-12-07-O1088-meta.tsv,2017-12-07,7,22,20
ParlaMint-FR-en_2017-12-07-O1089-meta.tsv,2017-12-07,7,13,10
ParlaMint-FR-en_2017-12-08-O1090-meta.tsv,2017-12-08,4,9,5
ParlaMint-FR-en_2017-12-08-O1091-meta.tsv,2017-12-08,3,4,5
ParlaMint-FR-en_2017-12-11-O1092-meta.tsv,2017-12-11,3,5,4
ParlaMint-FR-en_2017-12-12-O1093-meta.tsv,2017-12-12,8,12,13
ParlaMint-FR-en_2017-12-12-O1094-meta.tsv,2017-12-12,21,18,30
ParlaMint-FR-en_2017-12-12-O1095-meta.tsv,2017-12-12,13,19,18
ParlaMint-FR-en_2017-12-13-O1096-meta.tsv,2017-12-13,21,21,27
ParlaMint-FR-en_2017-12-13-O1097-meta.tsv,2017-12-13,12,16,20
ParlaMint-FR-en_2017-12-14-O1098-meta.tsv,2017-12-14,9,11,12
ParlaMint-FR-en_2017-12-15-O1099-meta.tsv,2017-12-15,5,11,7
ParlaMint-FR-en_2017-12-15-O1100-meta.tsv,2017-12-15,5,8,10
ParlaMint-FR-en_2017-12-15-O1101-meta.tsv,2017-12-15,4,11,11
ParlaMint-FR-en_2017-12-18-O1102-meta.tsv,2017-12-18,4,7,7
ParlaMint-FR-en_2017-12-18-O1103-meta.tsv,2017-12-18,6,10,8
ParlaMint-FR-en_2017-12-19-O1104-meta.tsv,2017-12-19,7,14,12
ParlaMint-FR-en_2017-12-19-O1105-meta.tsv,2017-12-19,22,24,35
ParlaMint-FR-en_2017-12-19-O1106-meta.tsv,2017-12-19,7,18,20
ParlaMint-FR-en_2017-12-20-O1107-meta.tsv,2017-12-20,17,23,19
ParlaMint-FR-en_2017-12-20-O1108-meta.tsv,2017-12-20,8,22,10
ParlaMint-FR-en_2017-12-21-O1109-meta.tsv,2017-12-21,12,17,11
