Session,Date,Male,Female
ParlaMint-FR-en_2018-03-06-O1153-meta.tsv,2018-03-06,18,14
ParlaMint-FR-en_2018-03-07-O1154-meta.tsv,2018-03-07,51,29
ParlaMint-FR-en_2018-03-08-O1155-meta.tsv,2018-03-08,27,16
ParlaMint-FR-en_2018-03-08-O1156-meta.tsv,2018-03-08,34,20
ParlaMint-FR-en_2018-03-08-O1157-meta.tsv,2018-03-08,21,11
ParlaMint-FR-en_2018-03-13-O1158-meta.tsv,2018-03-13,38,12
ParlaMint-FR-en_2018-03-14-O1159-meta.tsv,2018-03-14,46,24
ParlaMint-FR-en_2018-03-20-O1160-meta.tsv,2018-03-20,64,22
ParlaMint-FR-en_2018-03-20-O1161-meta.tsv,2018-03-20,38,11
ParlaMint-FR-en_2018-03-21-O1162-meta.tsv,2018-03-21,57,20
ParlaMint-FR-en_2018-03-21-O1163-meta.tsv,2018-03-21,32,11
ParlaMint-FR-en_2018-03-22-O1164-meta.tsv,2018-03-22,24,10
ParlaMint-FR-en_2018-03-22-O1165-meta.tsv,2018-03-22,33,20
ParlaMint-FR-en_2018-03-22-O1166-meta.tsv,2018-03-22,27,11
ParlaMint-FR-en_2018-03-27-O1167-meta.tsv,2018-03-27,21,19
ParlaMint-FR-en_2018-03-27-O1168-meta.tsv,2018-03-27,49,16
ParlaMint-FR-en_2018-03-27-O1169-meta.tsv,2018-03-27,26,9
ParlaMint-FR-en_2018-03-28-O1170-meta.tsv,2018-03-28,40,17
ParlaMint-FR-en_2018-03-28-O1171-meta.tsv,2018-03-28,16,17
ParlaMint-FR-en_2018-03-29-O1172-meta.tsv,2018-03-29,23,14
ParlaMint-FR-en_2018-04-03-O1173-meta.tsv,2018-04-03,27,13
ParlaMint-FR-en_2018-04-03-O1174-meta.tsv,2018-04-03,51,19
ParlaMint-FR-en_2018-04-03-O1175-meta.tsv,2018-04-03,31,19
ParlaMint-FR-en_2018-04-04-O1176-meta.tsv,2018-04-04,66,30
ParlaMint-FR-en_2018-04-04-O1177-meta.tsv,2018-04-04,29,13
ParlaMint-FR-en_2018-04-05-O1178-meta.tsv,2018-04-05,33,14
ParlaMint-FR-en_2018-04-05-O1179-meta.tsv,2018-04-05,43,16
ParlaMint-FR-en_2018-04-05-O1180-meta.tsv,2018-04-05,14,11
ParlaMint-FR-en_2018-04-09-O1181-meta.tsv,2018-04-09,31,12
ParlaMint-FR-en_2018-04-09-O1182-meta.tsv,2018-04-09,32,12
ParlaMint-FR-en_2018-04-10-O1183-meta.tsv,2018-04-10,64,20
ParlaMint-FR-en_2018-04-10-O1184-meta.tsv,2018-04-10,43,16
ParlaMint-FR-en_2018-04-11-O1185-meta.tsv,2018-04-11,60,24
ParlaMint-FR-en_2018-04-11-O1186-meta.tsv,2018-04-11,37,12
ParlaMint-FR-en_2018-04-12-O1187-meta.tsv,2018-04-12,21,11
ParlaMint-FR-en_2018-04-12-O1188-meta.tsv,2018-04-12,20,9
ParlaMint-FR-en_2018-04-16-O1189-meta.tsv,2018-04-16,28,9
ParlaMint-FR-en_2018-04-16-O1190-meta.tsv,2018-04-16,41,22
ParlaMint-FR-en_2018-04-17-O1191-meta.tsv,2018-04-17,20,19
ParlaMint-FR-en_2018-04-17-O1192-meta.tsv,2018-04-17,51,22
ParlaMint-FR-en_2018-04-17-O1193-meta.tsv,2018-04-17,44,25
ParlaMint-FR-en_2018-04-18-O1194-meta.tsv,2018-04-18,58,24
ParlaMint-FR-en_2018-04-18-O1195-meta.tsv,2018-04-18,50,28
ParlaMint-FR-en_2018-04-19-O1196-meta.tsv,2018-04-19,43,25
ParlaMint-FR-en_2018-04-19-O1197-meta.tsv,2018-04-19,53,32
ParlaMint-FR-en_2018-04-19-O1198-meta.tsv,2018-04-19,33,27
ParlaMint-FR-en_2018-04-20-O1199-meta.tsv,2018-04-20,33,26
ParlaMint-FR-en_2018-04-20-O1200-meta.tsv,2018-04-20,47,36
ParlaMint-FR-en_2018-04-20-O1201-meta.tsv,2018-04-20,38,28
ParlaMint-FR-en_2018-04-21-O1202-meta.tsv,2018-04-21,39,26
ParlaMint-FR-en_2018-04-21-O1203-meta.tsv,2018-04-21,36,32
ParlaMint-FR-en_2018-04-21-O1204-meta.tsv,2018-04-21,40,26
ParlaMint-FR-en_2018-04-22-O1205-meta.tsv,2018-04-22,45,22
ParlaMint-FR-en_2018-04-22-O1206-meta.tsv,2018-04-22,68,40
ParlaMint-FR-en_2018-05-09-O1207-meta.tsv,2018-05-09,56,16
ParlaMint-FR-en_2018-05-14-O1208-meta.tsv,2018-05-14,15,15
ParlaMint-FR-en_2018-05-14-O1209-meta.tsv,2018-05-14,17,25
ParlaMint-FR-en_2018-05-15-O1210-meta.tsv,2018-05-15,22,16
ParlaMint-FR-en_2018-05-15-O1211-meta.tsv,2018-05-15,56,36
ParlaMint-FR-en_2018-05-15-O1212-meta.tsv,2018-05-15,32,34
ParlaMint-FR-en_2018-05-16-O1213-meta.tsv,2018-05-16,42,38
ParlaMint-FR-en_2018-05-16-O1214-meta.tsv,2018-05-16,30,25
ParlaMint-FR-en_2018-05-17-O1215-meta.tsv,2018-05-17,18,9
ParlaMint-FR-en_2018-05-17-O1216-meta.tsv,2018-05-17,16,21
ParlaMint-FR-en_2018-05-22-O1217-meta.tsv,2018-05-22,66,13
ParlaMint-FR-en_2018-05-22-O1218-meta.tsv,2018-05-22,56,15
ParlaMint-FR-en_2018-05-23-O1219-meta.tsv,2018-05-23,77,30
ParlaMint-FR-en_2018-05-23-O1220-meta.tsv,2018-05-23,50,21
ParlaMint-FR-en_2018-05-24-O1221-meta.tsv,2018-05-24,25,7
ParlaMint-FR-en_2018-05-24-O1222-meta.tsv,2018-05-24,46,16
ParlaMint-FR-en_2018-05-24-O1223-meta.tsv,2018-05-24,37,9
ParlaMint-FR-en_2018-05-25-O1224-meta.tsv,2018-05-25,35,7
ParlaMint-FR-en_2018-05-25-O1225-meta.tsv,2018-05-25,36,11
ParlaMint-FR-en_2018-05-25-O1226-meta.tsv,2018-05-25,31,16
ParlaMint-FR-en_2018-05-26-O1227-meta.tsv,2018-05-26,32,12
ParlaMint-FR-en_2018-05-26-O1228-meta.tsv,2018-05-26,41,21
ParlaMint-FR-en_2018-05-26-O1229-meta.tsv,2018-05-26,28,10
ParlaMint-FR-en_2018-05-27-O1230-meta.tsv,2018-05-27,33,15
ParlaMint-FR-en_2018-05-27-O1231-meta.tsv,2018-05-27,33,17
ParlaMint-FR-en_2018-05-27-O1232-meta.tsv,2018-05-27,30,10
ParlaMint-FR-en_2018-05-28-O1233-meta.tsv,2018-05-28,38,12
ParlaMint-FR-en_2018-05-28-O1234-meta.tsv,2018-05-28,46,17
ParlaMint-FR-en_2018-05-29-O1235-meta.tsv,2018-05-29,77,26
ParlaMint-FR-en_2018-05-29-O1236-meta.tsv,2018-05-29,63,31
ParlaMint-FR-en_2018-05-30-O1237-meta.tsv,2018-05-30,57,25
ParlaMint-FR-en_2018-05-30-O1238-meta.tsv,2018-05-30,26,6
ParlaMint-FR-en_2018-05-31-O1239-meta.tsv,2018-05-31,30,11
ParlaMint-FR-en_2018-05-31-O1240-meta.tsv,2018-05-31,33,15
ParlaMint-FR-en_2018-05-31-O1241-meta.tsv,2018-05-31,34,12
ParlaMint-FR-en_2018-06-01-O1242-meta.tsv,2018-06-01,27,14
ParlaMint-FR-en_2018-06-01-O1243-meta.tsv,2018-06-01,34,15
ParlaMint-FR-en_2018-06-01-O1244-meta.tsv,2018-06-01,25,19
ParlaMint-FR-en_2018-06-02-O1245-meta.tsv,2018-06-02,21,9
ParlaMint-FR-en_2018-06-02-O1246-meta.tsv,2018-06-02,22,14
ParlaMint-FR-en_2018-06-02-O1247-meta.tsv,2018-06-02,21,12
ParlaMint-FR-en_2018-06-03-O1248-meta.tsv,2018-06-03,24,9
ParlaMint-FR-en_2018-06-03-O1249-meta.tsv,2018-06-03,24,19
ParlaMint-FR-en_2018-06-03-O1250-meta.tsv,2018-06-03,29,14
ParlaMint-FR-en_2018-06-04-O1251-meta.tsv,2018-06-04,35,18
ParlaMint-FR-en_2018-06-04-O1252-meta.tsv,2018-06-04,34,17
ParlaMint-FR-en_2018-06-05-O1253-meta.tsv,2018-06-05,20,18
ParlaMint-FR-en_2018-06-05-O1254-meta.tsv,2018-06-05,61,30
ParlaMint-FR-en_2018-06-05-O1255-meta.tsv,2018-06-05,55,24
ParlaMint-FR-en_2018-06-06-O1256-meta.tsv,2018-06-06,70,44
ParlaMint-FR-en_2018-06-06-O1257-meta.tsv,2018-06-06,44,17
ParlaMint-FR-en_2018-06-07-O1258-meta.tsv,2018-06-07,21,19
ParlaMint-FR-en_2018-06-07-O1259-meta.tsv,2018-06-07,23,21
ParlaMint-FR-en_2018-06-07-O1260-meta.tsv,2018-06-07,24,17
ParlaMint-FR-en_2018-06-08-O1261-meta.tsv,2018-06-08,21,10
ParlaMint-FR-en_2018-06-08-O1262-meta.tsv,2018-06-08,23,14
ParlaMint-FR-en_2018-06-08-O1263-meta.tsv,2018-06-08,24,15
ParlaMint-FR-en_2018-06-11-O1264-meta.tsv,2018-06-11,17,12
ParlaMint-FR-en_2018-06-11-O1265-meta.tsv,2018-06-11,30,19
ParlaMint-FR-en_2018-06-12-O1266-meta.tsv,2018-06-12,24,14
ParlaMint-FR-en_2018-06-12-O1267-meta.tsv,2018-06-12,72,34
ParlaMint-FR-en_2018-06-12-O1268-meta.tsv,2018-06-12,36,18
ParlaMint-FR-en_2018-06-13-O1269-meta.tsv,2018-06-13,80,30
ParlaMint-FR-en_2018-06-13-O1270-meta.tsv,2018-06-13,34,21
ParlaMint-FR-en_2018-06-14-O1271-meta.tsv,2018-06-14,36,18
ParlaMint-FR-en_2018-06-14-O1272-meta.tsv,2018-06-14,30,26
ParlaMint-FR-en_2018-06-14-O1273-meta.tsv,2018-06-14,23,27
ParlaMint-FR-en_2018-06-15-O1274-meta.tsv,2018-06-15,20,18
ParlaMint-FR-en_2018-06-15-O1275-meta.tsv,2018-06-15,24,22
ParlaMint-FR-en_2018-06-15-O1276-meta.tsv,2018-06-15,21,28
ParlaMint-FR-en_2018-06-18-O1277-meta.tsv,2018-06-18,16,6
ParlaMint-FR-en_2018-06-18-O1278-meta.tsv,2018-06-18,18,14
ParlaMint-FR-en_2018-06-19-O1279-meta.tsv,2018-06-19,63,26
ParlaMint-FR-en_2018-06-19-O1280-meta.tsv,2018-06-19,26,19
ParlaMint-FR-en_2018-06-20-O1281-meta.tsv,2018-06-20,45,26
ParlaMint-FR-en_2018-06-20-O1282-meta.tsv,2018-06-20,24,14
ParlaMint-FR-en_2018-06-21-O1283-meta.tsv,2018-06-21,43,12
ParlaMint-FR-en_2018-06-21-O1284-meta.tsv,2018-06-21,37,16
ParlaMint-FR-en_2018-06-21-O1285-meta.tsv,2018-06-21,21,7
ParlaMint-FR-en_2018-06-26-O1286-meta.tsv,2018-06-26,58,26
ParlaMint-FR-en_2018-06-26-O1287-meta.tsv,2018-06-26,39,21
ParlaMint-FR-en_2018-06-27-O1288-meta.tsv,2018-06-27,52,14
ParlaMint-FR-en_2018-06-28-O1289-meta.tsv,2018-06-28,16,7
ParlaMint-FR-en_2018-07-03-E1001-meta.tsv,2018-07-03,58,28
ParlaMint-FR-en_2018-07-03-E1002-meta.tsv,2018-07-03,30,22
ParlaMint-FR-en_2018-07-04-E1003-meta.tsv,2018-07-04,35,18
ParlaMint-FR-en_2018-07-05-E1004-meta.tsv,2018-07-05,18,12
ParlaMint-FR-en_2018-07-05-E1005-meta.tsv,2018-07-05,13,18
ParlaMint-FR-en_2018-07-05-E1006-meta.tsv,2018-07-05,8,11
