Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DeganiBarbara	Degani, Barbara	F	1966	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Regular	MP	notMinister	Art.1-MDP	Articolo 1 - Movimento democratico e progressista	Opposition	Centre-left to left	GranaiolaManuela	Granaiola, Manuela	F	1947	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Regular	MP	notMinister	Art.1-MDP	Articolo 1 - Movimento democratico e progressista	Opposition	Centre-left to left	GranaiolaManuela	Granaiola, Manuela	F	1947	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Regular	MP	notMinister	Misto	Misto	-	-	DellaVedovaBenedetto	Della Vedova, Benedetto	M	1962	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Regular	MP	notMinister	Misto	Misto	-	-	BellotRaffaela	Bellot, Raffaela	F	1965	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Regular	MP	notMinister	Misto	Misto	-	-	BellotRaffaela	Bellot, Raffaela	F	1965	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Regular	MP	notMinister	AP (NCD-UDC)	Area Popolare (NCD-UDC)	-	Centre-right	ChiavaroliFederica	Chiavaroli, Federica	F	1970	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	AngioniIgnazio	Angioni, Ignazio	M	1967	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u16	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u17	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	AngioniIgnazio	Angioni, Ignazio	M	1967	
ParlaMint-IT-en_2017-03-02-LEG17-Senato-sed-776	ParlaMint-IT_2017-03-02-LEG17-Senato-sed-776.ana.u18	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 776, Day (2017-03-02)	2017-03-02	Upper house	17 Legislatura	-	-	776 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
