Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2017-04-06-LEG17-Senato-sed-804	ParlaMint-IT_2017-04-06-LEG17-Senato-sed-804.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 804, Day (2017-04-06)	2017-04-06	Upper house	17 Legislatura	-	-	804 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-04-06-LEG17-Senato-sed-804	ParlaMint-IT_2017-04-06-LEG17-Senato-sed-804.ana.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 804, Day (2017-04-06)	2017-04-06	Upper house	17 Legislatura	-	-	804 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-04-06-LEG17-Senato-sed-804	ParlaMint-IT_2017-04-06-LEG17-Senato-sed-804.ana.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 804, Day (2017-04-06)	2017-04-06	Upper house	17 Legislatura	-	-	804 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-04-06-LEG17-Senato-sed-804	ParlaMint-IT_2017-04-06-LEG17-Senato-sed-804.ana.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 804, Day (2017-04-06)	2017-04-06	Upper house	17 Legislatura	-	-	804 Seduta	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FaraoneDavide	Faraone, Davide	M	1975	
ParlaMint-IT-en_2017-04-06-LEG17-Senato-sed-804	ParlaMint-IT_2017-04-06-LEG17-Senato-sed-804.ana.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 804, Day (2017-04-06)	2017-04-06	Upper house	17 Legislatura	-	-	804 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	AngioniIgnazio	Angioni, Ignazio	M	1967	
ParlaMint-IT-en_2017-04-06-LEG17-Senato-sed-804	ParlaMint-IT_2017-04-06-LEG17-Senato-sed-804.ana.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 804, Day (2017-04-06)	2017-04-06	Upper house	17 Legislatura	-	-	804 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-04-06-LEG17-Senato-sed-804	ParlaMint-IT_2017-04-06-LEG17-Senato-sed-804.ana.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 804, Day (2017-04-06)	2017-04-06	Upper house	17 Legislatura	-	-	804 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	AngioniIgnazio	Angioni, Ignazio	M	1967	
ParlaMint-IT-en_2017-04-06-LEG17-Senato-sed-804	ParlaMint-IT_2017-04-06-LEG17-Senato-sed-804.ana.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 804, Day (2017-04-06)	2017-04-06	Upper house	17 Legislatura	-	-	804 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2017-04-06-LEG17-Senato-sed-804	ParlaMint-IT_2017-04-06-LEG17-Senato-sed-804.ana.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 804, Day (2017-04-06)	2017-04-06	Upper house	17 Legislatura	-	-	804 Seduta	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FaraoneDavide	Faraone, Davide	M	1975	
ParlaMint-IT-en_2017-04-06-LEG17-Senato-sed-804	ParlaMint-IT_2017-04-06-LEG17-Senato-sed-804.ana.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 804, Day (2017-04-06)	2017-04-06	Upper house	17 Legislatura	-	-	804 Seduta	-	Reference	English	Regular	MP	notMinister	Misto	Misto	-	-	BellotRaffaela	Bellot, Raffaela	F	1965	
ParlaMint-IT-en_2017-04-06-LEG17-Senato-sed-804	ParlaMint-IT_2017-04-06-LEG17-Senato-sed-804.ana.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 804, Day (2017-04-06)	2017-04-06	Upper house	17 Legislatura	-	-	804 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	LanzillottaLinda	Lanzillotta, Linda	F	1948	
