Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2015-10-07-tweedekamer-8	ParlaMint-NL_2015-10-07-tweedekamer-8.u1	Report of the meeting of the Dutch Lower House, Meeting 11, Session 8 (2015-10-07)	2015-10-07	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 11	Sitting 2015-10-07	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2015-10-07-tweedekamer-8	ParlaMint-NL_2015-10-07-tweedekamer-8.u2	Report of the meeting of the Dutch Lower House, Meeting 11, Session 8 (2015-10-07)	2015-10-07	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 11	Sitting 2015-10-07	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	SharonGesthuizen	Gesthuizen, Sharon	F	1976	
ParlaMint-NL-en_2015-10-07-tweedekamer-8	ParlaMint-NL_2015-10-07-tweedekamer-8.u3	Report of the meeting of the Dutch Lower House, Meeting 11, Session 8 (2015-10-07)	2015-10-07	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 11	Sitting 2015-10-07	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
