Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2015-10-06-tweedekamer-9	ParlaMint-NL_2015-10-06-tweedekamer-9.u1	Report of the meeting of the Dutch Lower House, Meeting 10, Session 9 (2015-10-06)	2015-10-06	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 10	Sitting 2015-10-06	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2015-10-06-tweedekamer-9	ParlaMint-NL_2015-10-06-tweedekamer-9.u2	Report of the meeting of the Dutch Lower House, Meeting 10, Session 9 (2015-10-06)	2015-10-06	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 10	Sitting 2015-10-06	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	RikGrashoff	Grashoff, Rik	M	1961	
ParlaMint-NL-en_2015-10-06-tweedekamer-9	ParlaMint-NL_2015-10-06-tweedekamer-9.u3	Report of the meeting of the Dutch Lower House, Meeting 10, Session 9 (2015-10-06)	2015-10-06	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 10	Sitting 2015-10-06	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2015-10-06-tweedekamer-9	ParlaMint-NL_2015-10-06-tweedekamer-9.u4	Report of the meeting of the Dutch Lower House, Meeting 10, Session 9 (2015-10-06)	2015-10-06	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 10	Sitting 2015-10-06	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	ArnoldMerkies	Merkies, Arnold	M	1968	
ParlaMint-NL-en_2015-10-06-tweedekamer-9	ParlaMint-NL_2015-10-06-tweedekamer-9.u5	Report of the meeting of the Dutch Lower House, Meeting 10, Session 9 (2015-10-06)	2015-10-06	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 10	Sitting 2015-10-06	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2015-10-06-tweedekamer-9	ParlaMint-NL_2015-10-06-tweedekamer-9.u6	Report of the meeting of the Dutch Lower House, Meeting 10, Session 9 (2015-10-06)	2015-10-06	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 10	Sitting 2015-10-06	-	Reference	English	Regular	MP	notMinister	Van Vliet	Fractie Van Vliet	-	-	RolandvanVliet	van Vliet, Roland	M	1969	
ParlaMint-NL-en_2015-10-06-tweedekamer-9	ParlaMint-NL_2015-10-06-tweedekamer-9.u7	Report of the meeting of the Dutch Lower House, Meeting 10, Session 9 (2015-10-06)	2015-10-06	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 10	Sitting 2015-10-06	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2015-10-06-tweedekamer-9	ParlaMint-NL_2015-10-06-tweedekamer-9.u8	Report of the meeting of the Dutch Lower House, Meeting 10, Session 9 (2015-10-06)	2015-10-06	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 10	Sitting 2015-10-06	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Opposition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2015-10-06-tweedekamer-9	ParlaMint-NL_2015-10-06-tweedekamer-9.u9	Report of the meeting of the Dutch Lower House, Meeting 10, Session 9 (2015-10-06)	2015-10-06	Lower house	Meeting of the 28th Tweede Kamer	Session 9	Meeting 10	Sitting 2015-10-06	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
