Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2015-12-10-tweedekamer-5	ParlaMint-NL_2015-12-10-tweedekamer-5.u1	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2015-12-10)	2015-12-10	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 36	Sitting 2015-12-10	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2015-12-10-tweedekamer-5	ParlaMint-NL_2015-12-10-tweedekamer-5.u2	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2015-12-10)	2015-12-10	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 36	Sitting 2015-12-10	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	BarryMadlener	Madlener, Barry	M	1969	
ParlaMint-NL-en_2015-12-10-tweedekamer-5	ParlaMint-NL_2015-12-10-tweedekamer-5.u3	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2015-12-10)	2015-12-10	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 36	Sitting 2015-12-10	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	AlbertdeVries	de Vries, Albert	M	1955	
ParlaMint-NL-en_2015-12-10-tweedekamer-5	ParlaMint-NL_2015-12-10-tweedekamer-5.u4	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2015-12-10)	2015-12-10	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 36	Sitting 2015-12-10	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RoaldvanderLinde	van der Linde, Roald	M	1968	
ParlaMint-NL-en_2015-12-10-tweedekamer-5	ParlaMint-NL_2015-12-10-tweedekamer-5.u5	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2015-12-10)	2015-12-10	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 36	Sitting 2015-12-10	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	FarshadBashir	Bashir, Farshad	M	1988	
ParlaMint-NL-en_2015-12-10-tweedekamer-5	ParlaMint-NL_2015-12-10-tweedekamer-5.u6	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2015-12-10)	2015-12-10	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 36	Sitting 2015-12-10	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	ErikRonnes	Ronnes, Erik	M	1967	
ParlaMint-NL-en_2015-12-10-tweedekamer-5	ParlaMint-NL_2015-12-10-tweedekamer-5.u7	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2015-12-10)	2015-12-10	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 36	Sitting 2015-12-10	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2015-12-10-tweedekamer-5	ParlaMint-NL_2015-12-10-tweedekamer-5.u8	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2015-12-10)	2015-12-10	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 36	Sitting 2015-12-10	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	WouterKoolmees	Koolmees, Wouter	M	1977	
ParlaMint-NL-en_2015-12-10-tweedekamer-5	ParlaMint-NL_2015-12-10-tweedekamer-5.u9	Report of the meeting of the Dutch Lower House, Meeting 36, Session 5 (2015-12-10)	2015-12-10	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 36	Sitting 2015-12-10	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
