Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2015-12-15-tweedekamer-7	ParlaMint-NL_2015-12-15-tweedekamer-7.u1	Report of the meeting of the Dutch Lower House, Meeting 37, Session 7 (2015-12-15)	2015-12-15	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 37	Sitting 2015-12-15	-	Reference	English	Chairperson	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2015-12-15-tweedekamer-7	ParlaMint-NL_2015-12-15-tweedekamer-7.u2	Report of the meeting of the Dutch Lower House, Meeting 37, Session 7 (2015-12-15)	2015-12-15	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 37	Sitting 2015-12-15	-	Reference	English	Chairperson	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2015-12-15-tweedekamer-7	ParlaMint-NL_2015-12-15-tweedekamer-7.u3	Report of the meeting of the Dutch Lower House, Meeting 37, Session 7 (2015-12-15)	2015-12-15	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 37	Sitting 2015-12-15	-	Reference	English	Regular	MP	notMinister	DENK;GKÖ	DENK;Groep Kuzu/Öztürk	Opposition	Centre-left	TunahanKuzu	Kuzu, Tunahan	M	1981	
ParlaMint-NL-en_2015-12-15-tweedekamer-7	ParlaMint-NL_2015-12-15-tweedekamer-7.u4	Report of the meeting of the Dutch Lower House, Meeting 37, Session 7 (2015-12-15)	2015-12-15	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 37	Sitting 2015-12-15	-	Reference	English	Chairperson	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2015-12-15-tweedekamer-7	ParlaMint-NL_2015-12-15-tweedekamer-7.u5	Report of the meeting of the Dutch Lower House, Meeting 37, Session 7 (2015-12-15)	2015-12-15	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 37	Sitting 2015-12-15	-	Reference	English	Regular	MP	notMinister	50PLUS	50PLUS	Opposition	Centre	HenkKrol	Krol, Henk	M	1950	
ParlaMint-NL-en_2015-12-15-tweedekamer-7	ParlaMint-NL_2015-12-15-tweedekamer-7.u6	Report of the meeting of the Dutch Lower House, Meeting 37, Session 7 (2015-12-15)	2015-12-15	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 37	Sitting 2015-12-15	-	Reference	English	Chairperson	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2015-12-15-tweedekamer-7	ParlaMint-NL_2015-12-15-tweedekamer-7.u7	Report of the meeting of the Dutch Lower House, Meeting 37, Session 7 (2015-12-15)	2015-12-15	Lower house	Meeting of the 28th Tweede Kamer	Session 7	Meeting 37	Sitting 2015-12-15	-	Reference	English	Chairperson	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
