Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2015-06-02-eerstekamer-8	ParlaMint-NL_2015-06-02-eerstekamer-8.u1	Report of the meeting of the Dutch Upper House, Meeting 33, Session 8 (2015-06-02)	2015-06-02	Upper house	Meeting of the 34th Eerste Kamer	Session 8	Meeting 33	Sitting 2015-06-02	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2015-06-02-eerstekamer-8	ParlaMint-NL_2015-06-02-eerstekamer-8.u2	Report of the meeting of the Dutch Upper House, Meeting 33, Session 8 (2015-06-02)	2015-06-02	Upper house	Meeting of the 34th Eerste Kamer	Session 8	Meeting 33	Sitting 2015-06-02	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	HansFranken	Franken, Hans	M	1936	
ParlaMint-NL-en_2015-06-02-eerstekamer-8	ParlaMint-NL_2015-06-02-eerstekamer-8.u3	Report of the meeting of the Dutch Upper House, Meeting 33, Session 8 (2015-06-02)	2015-06-02	Upper house	Meeting of the 34th Eerste Kamer	Session 8	Meeting 33	Sitting 2015-06-02	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2015-06-02-eerstekamer-8	ParlaMint-NL_2015-06-02-eerstekamer-8.u4	Report of the meeting of the Dutch Upper House, Meeting 33, Session 8 (2015-06-02)	2015-06-02	Upper house	Meeting of the 34th Eerste Kamer	Session 8	Meeting 33	Sitting 2015-06-02	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2015-06-02-eerstekamer-8	ParlaMint-NL_2015-06-02-eerstekamer-8.u5	Report of the meeting of the Dutch Upper House, Meeting 33, Session 8 (2015-06-02)	2015-06-02	Upper house	Meeting of the 34th Eerste Kamer	Session 8	Meeting 33	Sitting 2015-06-02	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	MarijkeLinthorst	Linthorst, Marijke	F	1952	
ParlaMint-NL-en_2015-06-02-eerstekamer-8	ParlaMint-NL_2015-06-02-eerstekamer-8.u6	Report of the meeting of the Dutch Upper House, Meeting 33, Session 8 (2015-06-02)	2015-06-02	Upper house	Meeting of the 34th Eerste Kamer	Session 8	Meeting 33	Sitting 2015-06-02	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2015-06-02-eerstekamer-8	ParlaMint-NL_2015-06-02-eerstekamer-8.u7	Report of the meeting of the Dutch Upper House, Meeting 33, Session 8 (2015-06-02)	2015-06-02	Upper house	Meeting of the 34th Eerste Kamer	Session 8	Meeting 33	Sitting 2015-06-02	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
