Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2015-06-30-eerstekamer-3	ParlaMint-NL_2015-06-30-eerstekamer-3.u1	Report of the meeting of the Dutch Upper House, Meeting 37, Session 3 (2015-06-30)	2015-06-30	Upper house	Meeting of the 35th Eerste Kamer	Session 3	Meeting 37	Sitting 2015-06-30	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2015-06-30-eerstekamer-3	ParlaMint-NL_2015-06-30-eerstekamer-3.u2	Report of the meeting of the Dutch Upper House, Meeting 37, Session 3 (2015-06-30)	2015-06-30	Upper house	Meeting of the 35th Eerste Kamer	Session 3	Meeting 37	Sitting 2015-06-30	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	TinekeStrik	Strik, Tineke	F	1961	
ParlaMint-NL-en_2015-06-30-eerstekamer-3	ParlaMint-NL_2015-06-30-eerstekamer-3.u3	Report of the meeting of the Dutch Upper House, Meeting 37, Session 3 (2015-06-30)	2015-06-30	Upper house	Meeting of the 35th Eerste Kamer	Session 3	Meeting 37	Sitting 2015-06-30	-	Reference	English	Regular	MP	notMinister	-	-	-	-	GidiMarkuszower	Markuszower, Gidi	M	1977	
ParlaMint-NL-en_2015-06-30-eerstekamer-3	ParlaMint-NL_2015-06-30-eerstekamer-3.u4	Report of the meeting of the Dutch Upper House, Meeting 37, Session 3 (2015-06-30)	2015-06-30	Upper house	Meeting of the 35th Eerste Kamer	Session 3	Meeting 37	Sitting 2015-06-30	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2015-06-30-eerstekamer-3	ParlaMint-NL_2015-06-30-eerstekamer-3.u5	Report of the meeting of the Dutch Upper House, Meeting 37, Session 3 (2015-06-30)	2015-06-30	Upper house	Meeting of the 35th Eerste Kamer	Session 3	Meeting 37	Sitting 2015-06-30	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	AnnekeWezel	Wezel, Anneke	F	1975	
ParlaMint-NL-en_2015-06-30-eerstekamer-3	ParlaMint-NL_2015-06-30-eerstekamer-3.u6	Report of the meeting of the Dutch Upper House, Meeting 37, Session 3 (2015-06-30)	2015-06-30	Upper house	Meeting of the 35th Eerste Kamer	Session 3	Meeting 37	Sitting 2015-06-30	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
