Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-TR-en_2016-12-27-tbmm-T26	tbmm-2016-12-27sit01spe0001par0001	The Turkish parliamentary corpus ParlaMint-TR-en, Term 26, Year 2, Session 46	2016-12-27	Unicameralism	26	2	46	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Ahmet.Aydın1971	Aydın, Ahmet	M	1971	
ParlaMint-TR-en_2016-12-27-tbmm-T26	tbmm-2016-12-27sit01spe0002par0003	The Turkish parliamentary corpus ParlaMint-TR-en, Term 26, Year 2, Session 46	2016-12-27	Unicameralism	26	2	46	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	Özgür.Özel	Özel, Özgür	M	1974	
ParlaMint-TR-en_2016-12-27-tbmm-T26	tbmm-2016-12-27sit01spe0001par0004	The Turkish parliamentary corpus ParlaMint-TR-en, Term 26, Year 2, Session 46	2016-12-27	Unicameralism	26	2	46	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Ahmet.Aydın1971	Aydın, Ahmet	M	1971	
ParlaMint-TR-en_2016-12-27-tbmm-T26	tbmm-2016-12-27sit01spe0002par0005	The Turkish parliamentary corpus ParlaMint-TR-en, Term 26, Year 2, Session 46	2016-12-27	Unicameralism	26	2	46	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	Özgür.Özel	Özel, Özgür	M	1974	
ParlaMint-TR-en_2016-12-27-tbmm-T26	tbmm-2016-12-27sit01spe0001par0006	The Turkish parliamentary corpus ParlaMint-TR-en, Term 26, Year 2, Session 46	2016-12-27	Unicameralism	26	2	46	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Ahmet.Aydın1971	Aydın, Ahmet	M	1971	
ParlaMint-TR-en_2016-12-27-tbmm-T26	tbmm-2016-12-27sit01spe0003par0007	The Turkish parliamentary corpus ParlaMint-TR-en, Term 26, Year 2, Session 46	2016-12-27	Unicameralism	26	2	46	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	Akif.Ekici	Ekici, Akif	M	1955	
ParlaMint-TR-en_2016-12-27-tbmm-T26	tbmm-2016-12-27sit01spe0001par0008	The Turkish parliamentary corpus ParlaMint-TR-en, Term 26, Year 2, Session 46	2016-12-27	Unicameralism	26	2	46	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Ahmet.Aydın1971	Aydın, Ahmet	M	1971	
