Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u1	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u2	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u3	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u4	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u22	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u23	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	MarisaSaavedraMuñoz	Saavedra Muñoz, Marisa	F	1962	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u24	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u25	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	MaríaDeLaCabezaRuizSolás	Ruiz Solás, María De La Cabeza	F	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u26	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u27	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	AliciaGarcíaRodríguez	García Rodríguez, Alicia	F	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u28	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u29	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	PSC-PSOE	Partido Socialista de Cataluya - Partido Socialista Obrero Español	-	Centre-left	CarmenAndrésAñón	Andrés Añón, Carmen	F	1964	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u30	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u31	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u32	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u33	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u34	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Opposition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u35	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u36	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	JonIñarrituGarcía	Iñarritu García, Jon	M	1979	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u37	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u38	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JuanIgnacioLópezBasValero	López-Bas Valero, Juan Ignacio	M	1969	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u39	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u40	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	BNG	Bloque Nacionalista Galego	Opposition	Left	NéstorRegoCandamil	Rego Candamil, Néstor	M	1962	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u41	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u42	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	JosepPagèsiMassó	Pagès i Massó, Josep	M	1972	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u43	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u44	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	RobertoUriarteTorrealday	Uriarte Torrealday, Roberto	M	1960	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u45	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u46	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	RobertoUriarteTorrealday	Uriarte Torrealday, Roberto	M	1960	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u47	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u48	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	EduardoLuisRuizNavarro	Ruiz Navarro, Eduardo Luis	M	1972	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u49	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u50	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	IsabelMaríaBorregoCortés	Borrego Cortés, Isabel María	F	1968	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u51	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u52	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	IsauraLealFernández	Leal Fernández, Isaura	F	1959	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u53	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u54	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u55	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	MaríaCarmenMartínezGranados	Martínez Granados, María Carmen	F	1979	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u56	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u57	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	FerranBelAccensi	Bel Accensi, Ferran	M	1965	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u58	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u59	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	FerranBelAccensi	Bel Accensi, Ferran	M	1965	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u60	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u61	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	RubénSilvanoMansoOlivar	Manso Olivar, Rubén Silvano	M	1966	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u62	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u63	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	CarolinaEspañaReina	España Reina, Carolina	F	1969	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u64	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u65	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Opposition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u66	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u67	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	IdoiaSagastizabalUnzetabarrenetxea	Sagastizabal Unzetabarrenetxea, Idoia	F	1972	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u68	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u69	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	TxemaGuijarroGarcía	Guijarro García, Txema	M	1975	
ParlaMint-ES-en_2022-03-08-CD220308	ParlaMint-ES_2022-03-08-CD220308.u70	Plenary session 157 (2022-03-08)	2022-03-08	Lower house	Legislatura XIV	Sesión plenaria núm. 157	-	2022-03-08	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
