Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2022-02-01-CD220201	ParlaMint-ES_2022-02-01-CD220201.u1	Plenary session 147 (2022-02-01)	2022-02-01	Lower house	Legislatura XIV	Sesión plenaria núm. 147	-	2022-02-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-02-01-CD220201	ParlaMint-ES_2022-02-01-CD220201.u2	Plenary session 147 (2022-02-01)	2022-02-01	Lower house	Legislatura XIV	Sesión plenaria núm. 147	-	2022-02-01	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	MaríaDoloresCarcedoGarcía	Carcedo García, María Dolores	F	1968	
ParlaMint-ES-en_2022-02-01-CD220201	ParlaMint-ES_2022-02-01-CD220201.u3	Plenary session 147 (2022-02-01)	2022-02-01	Lower house	Legislatura XIV	Sesión plenaria núm. 147	-	2022-02-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-02-01-CD220201	ParlaMint-ES_2022-02-01-CD220201.u4	Plenary session 147 (2022-02-01)	2022-02-01	Lower house	Legislatura XIV	Sesión plenaria núm. 147	-	2022-02-01	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	MaríaDoloresCarcedoGarcía	Carcedo García, María Dolores	F	1968	
ParlaMint-ES-en_2022-02-01-CD220201	ParlaMint-ES_2022-02-01-CD220201.u5	Plenary session 147 (2022-02-01)	2022-02-01	Lower house	Legislatura XIV	Sesión plenaria núm. 147	-	2022-02-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-02-01-CD220201	ParlaMint-ES_2022-02-01-CD220201.u6	Plenary session 147 (2022-02-01)	2022-02-01	Lower house	Legislatura XIV	Sesión plenaria núm. 147	-	2022-02-01	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	MaríaDoloresCarcedoGarcía	Carcedo García, María Dolores	F	1968	
ParlaMint-ES-en_2022-02-01-CD220201	ParlaMint-ES_2022-02-01-CD220201.u7	Plenary session 147 (2022-02-01)	2022-02-01	Lower house	Legislatura XIV	Sesión plenaria núm. 147	-	2022-02-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-02-01-CD220201	ParlaMint-ES_2022-02-01-CD220201.u8	Plenary session 147 (2022-02-01)	2022-02-01	Lower house	Legislatura XIV	Sesión plenaria núm. 147	-	2022-02-01	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	MaríaTeresaMalladaDeCastro	Mallada De Castro, María Teresa	F	1973	
ParlaMint-ES-en_2022-02-01-CD220201	ParlaMint-ES_2022-02-01-CD220201.u9	Plenary session 147 (2022-02-01)	2022-02-01	Lower house	Legislatura XIV	Sesión plenaria núm. 147	-	2022-02-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-02-01-CD220201	ParlaMint-ES_2022-02-01-CD220201.u10	Plenary session 147 (2022-02-01)	2022-02-01	Lower house	Legislatura XIV	Sesión plenaria núm. 147	-	2022-02-01	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	ÁngelaRosaVallinaDelaNoval	Vallina De la Noval, Ángela Rosa	F	1959	
ParlaMint-ES-en_2022-02-01-CD220201	ParlaMint-ES_2022-02-01-CD220201.u11	Plenary session 147 (2022-02-01)	2022-02-01	Lower house	Legislatura XIV	Sesión plenaria núm. 147	-	2022-02-01	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
