Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u1	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u2	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	PP	Partido Popular	Opposition	Centre-right to right	MaríaJoséGarcíaPelayoJurado	García-Pelayo Jurado, María José	F	1968	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u3	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u4	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Opposition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u5	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u6	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	IsabelPozuetaFernández	Pozueta Fernández, Isabel	F	1965	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u7	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u8	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	ÍñigoBarandiaranBenito	Barandiaran Benito, Íñigo	M	1959	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u9	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u10	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	SaraGiménezGiménez	Giménez Giménez, Sara	F	1977	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u11	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u12	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	BNG	Bloque Nacionalista Galego	Opposition	Left	NéstorRegoCandamil	Rego Candamil, Néstor	M	1962	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u13	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u14	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	Más País-Equo	Más País - Equo	Opposition	Centre-left to left	InésSabanésNadal	Sabanés Nadal, Inés	F	1953	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u15	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u16	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	GenísBoadellaEsteve	Boadella Esteve, Genís	M	1979	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u17	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u18	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	NormaPujoliFarré	Pujol i Farré, Norma	F	1988	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u19	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u20	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	NormaPujoliFarré	Pujol i Farré, Norma	F	1988	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u21	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u22	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	SofíaFernándezCastañón	Fernández Castañón, Sofía	F	1983	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u23	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u24	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	SofíaFernándezCastañón	Fernández Castañón, Sofía	F	1983	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u25	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u26	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	SofíaFernándezCastañón	Fernández Castañón, Sofía	F	1983	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u27	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u28	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	MacarenaOlonaChoclán	Olona Choclán, Macarena	F	1979	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u29	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u30	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	EstherPeñaCamarero	Peña Camarero, Esther	F	1980	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u31	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u32	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u33	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	DavidSerradaPariente	Serrada Pariente, David	M	1977	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u34	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u35	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Opposition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u36	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u37	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	PRC	Partido Regionalista de Cantabria	Opposition	Centre to centre-left	JoséMaríaMazónRamos	Mazón Ramos, José María	M	1951	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u38	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u39	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	CUP-PR	Candidatura d'Unitat Popular	Opposition	Left to far-left	MireiaVehíCantenys	Vehí Cantenys, Mireia	F	1985	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u40	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u41	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	JonIñarrituGarcía	Iñarritu García, Jon	M	1979	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u42	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u43	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u44	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-03-22-CD220322	ParlaMint-ES_2022-03-22-CD220322.u45	Plenary session 163 (2022-03-22)	2022-03-22	Lower house	Legislatura XIV	Sesión plenaria núm. 163	-	2022-03-22	-	COVID,War	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	MiguelÁngelGutiérrezVivas	Gutiérrez Vivas, Miguel Ángel	M	1964	
