Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-CT-en_2020-07-10-5704	ParlaMint-ES-CT_2020-07-10-5704.1.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2020-07-10 5704.ana	2020-07-10	Unicameralism	XII Legislatura	-	57	4	-	COVID	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2020-07-10-5704	ParlaMint-ES-CT_2020-07-10-5704.2.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2020-07-10 5704.ana	2020-07-10	Unicameralism	XII Legislatura	-	57	4	-	COVID	English	Regular	MP	notMinister	GP-CUP	Grup Parlamentari de la Candidatura d'Unitat Popular - Crida Constituent	Opposition	Left to far-left	AragonésVidal	Aragonés Chicharro, Vidal	M	1978	
ParlaMint-ES-CT-en_2020-07-10-5704	ParlaMint-ES-CT_2020-07-10-5704.3.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2020-07-10 5704.ana	2020-07-10	Unicameralism	XII Legislatura	-	57	4	-	COVID	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2020-07-10-5704	ParlaMint-ES-CT_2020-07-10-5704.4.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2020-07-10 5704.ana	2020-07-10	Unicameralism	XII Legislatura	-	57	4	-	COVID	English	Regular	MP	notMinister	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar	Opposition	Centre	MorenoRaúl	Moreno Montaña, Raúl	M	1978	
ParlaMint-ES-CT-en_2020-07-10-5704	ParlaMint-ES-CT_2020-07-10-5704.5.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2020-07-10 5704.ana	2020-07-10	Unicameralism	XII Legislatura	-	57	4	-	COVID	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2020-07-10-5704	ParlaMint-ES-CT_2020-07-10-5704.6.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2020-07-10 5704.ana	2020-07-10	Unicameralism	XII Legislatura	-	57	4	-	COVID	English	Regular	MP	notMinister	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	Coalition	Centre-right to right	FreixaGlòria	Freixa i Vilardell, Glòria	F	1969	
ParlaMint-ES-CT-en_2020-07-10-5704	ParlaMint-ES-CT_2020-07-10-5704.7.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2020-07-10 5704.ana	2020-07-10	Unicameralism	XII Legislatura	-	57	4	-	COVID	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2020-07-10-5704	ParlaMint-ES-CT_2020-07-10-5704.8.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2020-07-10 5704.ana	2020-07-10	Unicameralism	XII Legislatura	-	57	4	-	COVID	English	Regular	MP	notMinister	GP-CCP	Grup Parlamentari de Catalunya en Comú-Podem	Opposition	Left	LópezYolanda	López Fernández, Yolanda	F	1966	
ParlaMint-ES-CT-en_2020-07-10-5704	ParlaMint-ES-CT_2020-07-10-5704.9.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2020-07-10 5704.ana	2020-07-10	Unicameralism	XII Legislatura	-	57	4	-	COVID	English	Chairperson	MP	notMinister	JuntsPelSí	Junts pel Sí	-	-	TorrentRoger	Torrent i Ramió, Roger	M	1979	
ParlaMint-ES-CT-en_2020-07-10-5704	ParlaMint-ES-CT_2020-07-10-5704.10.0	Catalan parliamentary corpus ParlaMint-ES-CT-en, 2020-07-10 5704.ana	2020-07-10	Unicameralism	XII Legislatura	-	57	4	-	COVID	English	Regular	MP	notMinister	GP-Cs	Grup Parlamentari de Ciutadans	Opposition	Centre-right	DelaCalleNoemí	de la Calle Sifré, Noemí	F	1979	
