Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21677	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21758	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21759	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	TodorovićDragan	Todorović, Dragan	M	1953	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21760	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21761	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	TodorovićDragan	Todorović, Dragan	M	1953	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21762	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21763	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	KolundžijaNada	Kolundžija, Nada	F	1952	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21764	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21765	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SLPS	Socijalno-liberalna partija Sandžaka	-	Centre-left	OmeragićBajram	Omeragić, Bajram	M	1960	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21766	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21767	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	PopovićJudita	Popović, Judita	F	1956	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21768	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21769	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SLPS	Socijalno-liberalna partija Sandžaka	-	Centre-left	OmeragićBajram	Omeragić, Bajram	M	1960	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21770	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21771	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	MarkićevićMiroslav	Markićević, Miroslav	M	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21772	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21773	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	AndrićIvan	Andrić, Ivan	M	1974	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21774	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21775	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	NikolićTomislav	Nikolić, Tomislav	M	1952	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21776	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21777	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SLPS	Socijalno-liberalna partija Sandžaka	-	Centre-left	OmeragićBajram	Omeragić, Bajram	M	1960	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21778	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21779	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	AndrićIvan	Andrić, Ivan	M	1974	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21780	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21781	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	AndrićIvan	Andrić, Ivan	M	1974	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21782	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21783	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	HajdarevićKenan	Hajdarević, Kenan	M	1975	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21784	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21785	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SLPS	Socijalno-liberalna partija Sandžaka	-	Centre-left	OmeragićBajram	Omeragić, Bajram	M	1960	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21786	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21787	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	NikolićTomislav	Nikolić, Tomislav	M	1952	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21788	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21789	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	MarkićevićMiroslav	Markićević, Miroslav	M	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21790	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21791	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	MilićevićĐorđe	Milićević, Đorđe	M	1978	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21792	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21793	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	PopovićJudita	Popović, Judita	F	1956	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21794	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21795	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	IvanjiŽeljko	Ivanji, Željko	M	1970	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21796	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21797	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	PalalićJovan	Palalić, Jovan	M	1971	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21798	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21799	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	JugovićAleksandar	Jugović, Aleksandar	M	1975	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21800	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21801	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	TabakovićJorgovanka	Tabaković, Jorgovanka	F	1960	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21802	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21803	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	KalanovićVerica	Kalanović, Verica	F	1954	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21804	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21805	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	NikolićTomislav	Nikolić, Tomislav	M	1952	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21806	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21807	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	GrubješićSuzana	Grubješić, Suzana	F	1963	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21808	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21809	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	NikolićTomislav	Nikolić, Tomislav	M	1952	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21810	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21811	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	GrubješićSuzana	Grubješić, Suzana	F	1963	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21812	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21813	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	MihajlovićMiletić	Mihajlović, Miletić	M	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21814	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21815	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	StevanovićDragan	Stevanović, Dragan	M	1973	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21816	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JovanovićNataša	Jovanović, Nataša	F	1966	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21817	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	ĐerićZlata	Đerić, Zlata	F	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21818	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JovanovićNataša	Jovanović, Nataša	F	1966	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21819	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	ZZŠ	Zajedno za Šumadiju	-	Centre-right	MilenićSaša	Milenić, Saša	M	1967	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21820	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JovanovićNataša	Jovanović, Nataša	F	1966	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21821	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	SamardžićSlobodan	Samardžić, Slobodan	M	1953	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21822	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21823	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	StanimirovićMilan	Stanimirović, Milan	M	1960	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21824	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21825	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21826	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21827	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	KalanovićVerica	Kalanović, Verica	F	1954	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21828	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21829	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21830	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21831	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	StevanovićDragan	Stevanović, Dragan	M	1973	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21832	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21833	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	KalanovićVerica	Kalanović, Verica	F	1954	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21834	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21835	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KišmartonOto	Kišmarton, Oto	M	1962	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21836	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
