Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2016-06-22-prot-201516--125	i-a854eff9aa56f4f6-3	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 125	2016-06-22	Unicameralism	2015/16	-	-	2015/16--125	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5786666	Hammarbergh, Krister	M	-	
ParlaMint-SE-en_2016-06-22-prot-201516--125	i-SJjvGhpvxhkrANih2zqJ6z	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 125	2016-06-22	Unicameralism	2015/16	-	-	2015/16--125	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373674	Petersson, Helene	F	-	
ParlaMint-SE-en_2016-06-22-prot-201516--125	i-a854eff9aa56f4f6-38	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 125	2016-06-22	Unicameralism	2015/16	-	-	2015/16--125	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5786666	Hammarbergh, Krister	M	-	
ParlaMint-SE-en_2016-06-22-prot-201516--125	i-a854eff9aa56f4f6-42	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 125	2016-06-22	Unicameralism	2015/16	-	-	2015/16--125	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373674	Petersson, Helene	F	-	
ParlaMint-SE-en_2016-06-22-prot-201516--125	i-a854eff9aa56f4f6-46	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 125	2016-06-22	Unicameralism	2015/16	-	-	2015/16--125	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5786666	Hammarbergh, Krister	M	-	
ParlaMint-SE-en_2016-06-22-prot-201516--125	i-a854eff9aa56f4f6-49	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 125	2016-06-22	Unicameralism	2015/16	-	-	2015/16--125	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373674	Petersson, Helene	F	-	
ParlaMint-SE-en_2016-06-22-prot-201516--125	i-a854eff9aa56f4f6-54	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 125	2016-06-22	Unicameralism	2015/16	-	-	2015/16--125	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q6043976	Pertoft, Mats	M	-	
ParlaMint-SE-en_2016-06-22-prot-201516--125	i-a854eff9aa56f4f6-62	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 125	2016-06-22	Unicameralism	2015/16	-	-	2015/16--125	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5786666	Hammarbergh, Krister	M	-	
ParlaMint-SE-en_2016-06-22-prot-201516--125	i-a854eff9aa56f4f6-65	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 125	2016-06-22	Unicameralism	2015/16	-	-	2015/16--125	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q6043976	Pertoft, Mats	M	-	
ParlaMint-SE-en_2016-06-22-prot-201516--125	i-a854eff9aa56f4f6-68	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 125	2016-06-22	Unicameralism	2015/16	-	-	2015/16--125	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5786666	Hammarbergh, Krister	M	-	
