Session,Date,Left,Centre,Right
ParlaMint-AT-en_1996-01-15-020-XX-NRSITZ-00001-meta.tsv,1996-01-15,5,2,5
ParlaMint-AT-en_1996-01-15-020-XX-NRSITZ-00002-meta.tsv,1996-01-15,1,0,1
ParlaMint-AT-en_1996-01-15-020-XX-NRSITZ-00003-meta.tsv,1996-01-15,1,0,0
ParlaMint-AT-en_1996-01-30-020-XX-NRSITZ-00004-meta.tsv,1996-01-30,11,1,16
ParlaMint-AT-en_1996-01-31-020-XX-NRSITZ-00005-meta.tsv,1996-01-31,16,5,21
ParlaMint-AT-en_1996-01-31-020-XX-NRSITZ-00006-meta.tsv,1996-01-31,0,0,1
ParlaMint-AT-en_1996-02-27-020-XX-NRSITZ-00007-meta.tsv,1996-02-27,10,1,19
ParlaMint-AT-en_1996-02-28-020-XX-NRSITZ-00008-meta.tsv,1996-02-28,26,7,33
ParlaMint-AT-en_1996-02-29-020-XX-NRSITZ-00009-meta.tsv,1996-02-29,1,0,0
ParlaMint-AT-en_1996-03-13-020-XX-NRSITZ-00010-meta.tsv,1996-03-13,21,6,23
ParlaMint-AT-en_1996-03-14-020-XX-NRSITZ-00011-meta.tsv,1996-03-14,24,6,26
ParlaMint-AT-en_1996-03-14-020-XX-NRSITZ-00012-meta.tsv,1996-03-14,1,0,1
ParlaMint-AT-en_1996-03-20-020-XX-NRSITZ-00013-meta.tsv,1996-03-20,24,7,36
ParlaMint-AT-en_1996-03-21-020-XX-NRSITZ-00014-meta.tsv,1996-03-21,22,8,31
ParlaMint-AT-en_1996-03-21-020-XX-NRSITZ-00015-meta.tsv,1996-03-21,0,0,1
ParlaMint-AT-en_1996-04-16-020-XX-NRSITZ-00016-meta.tsv,1996-04-16,66,9,77
ParlaMint-AT-en_1996-04-23-020-XX-NRSITZ-00017-meta.tsv,1996-04-23,59,9,71
ParlaMint-AT-en_1996-04-26-020-XX-NRSITZ-00018-meta.tsv,1996-04-26,1,0,0
ParlaMint-AT-en_1996-04-26-020-XX-NRSITZ-00019-meta.tsv,1996-04-26,0,0,2
ParlaMint-AT-en_1996-05-07-020-XX-NRSITZ-00020-meta.tsv,1996-05-07,28,4,32
ParlaMint-AT-en_1996-05-07-020-XX-NRSITZ-00021-meta.tsv,1996-05-07,0,0,1
ParlaMint-AT-en_1996-05-07-020-XX-NRSITZ-00022-meta.tsv,1996-05-07,0,0,1
ParlaMint-AT-en_1996-05-22-020-XX-NRSITZ-00023-meta.tsv,1996-05-22,30,7,49
ParlaMint-AT-en_1996-05-22-020-XX-NRSITZ-00024-meta.tsv,1996-05-22,0,0,1
ParlaMint-AT-en_1996-05-23-020-XX-NRSITZ-00025-meta.tsv,1996-05-23,27,10,46
ParlaMint-AT-en_1996-05-23-020-XX-NRSITZ-00026-meta.tsv,1996-05-23,1,0,0
ParlaMint-AT-en_1996-06-13-020-XX-NRSITZ-00027-meta.tsv,1996-06-13,25,6,32
ParlaMint-AT-en_1996-06-14-020-XX-NRSITZ-00028-meta.tsv,1996-06-14,0,0,1
ParlaMint-AT-en_1996-06-14-020-XX-NRSITZ-00029-meta.tsv,1996-06-14,0,0,1
ParlaMint-AT-en_1996-06-18-020-XX-NRSITZ-00030-meta.tsv,1996-06-18,10,2,17
ParlaMint-AT-en_1996-06-27-020-XX-NRSITZ-00031-meta.tsv,1996-06-27,31,6,45
ParlaMint-AT-en_1996-06-28-020-XX-NRSITZ-00032-meta.tsv,1996-06-28,30,6,37
ParlaMint-AT-en_1996-06-28-020-XX-NRSITZ-00033-meta.tsv,1996-06-28,0,0,1
ParlaMint-AT-en_1996-07-09-020-XX-NRSITZ-00034-meta.tsv,1996-07-09,23,5,32
ParlaMint-AT-en_1996-07-10-020-XX-NRSITZ-00035-meta.tsv,1996-07-10,35,9,50
ParlaMint-AT-en_1996-07-11-020-XX-NRSITZ-00036-meta.tsv,1996-07-11,42,5,58
ParlaMint-AT-en_1996-09-19-020-XX-NRSITZ-00037-meta.tsv,1996-09-19,20,8,33
ParlaMint-AT-en_1996-09-20-020-XX-NRSITZ-00038-meta.tsv,1996-09-20,31,8,41
ParlaMint-AT-en_1996-09-20-020-XX-NRSITZ-00039-meta.tsv,1996-09-20,0,0,1
ParlaMint-AT-en_1996-10-02-020-XX-NRSITZ-00040-meta.tsv,1996-10-02,29,6,38
ParlaMint-AT-en_1996-10-03-020-XX-NRSITZ-00041-meta.tsv,1996-10-03,28,7,36
ParlaMint-AT-en_1996-10-03-020-XX-NRSITZ-00042-meta.tsv,1996-10-03,0,0,1
ParlaMint-AT-en_1996-10-30-020-XX-NRSITZ-00043-meta.tsv,1996-10-30,36,7,39
ParlaMint-AT-en_1996-10-31-020-XX-NRSITZ-00044-meta.tsv,1996-10-31,31,5,34
ParlaMint-AT-en_1996-10-31-020-XX-NRSITZ-00045-meta.tsv,1996-10-31,0,0,1
ParlaMint-AT-en_1996-10-31-020-XX-NRSITZ-00046-meta.tsv,1996-10-31,0,0,1
ParlaMint-AT-en_1996-11-27-020-XX-NRSITZ-00047-meta.tsv,1996-11-27,26,7,36
ParlaMint-AT-en_1996-11-28-020-XX-NRSITZ-00048-meta.tsv,1996-11-28,38,6,41
ParlaMint-AT-en_1996-11-29-020-XX-NRSITZ-00049-meta.tsv,1996-11-29,33,6,39
ParlaMint-AT-en_1996-11-29-020-XX-NRSITZ-00050-meta.tsv,1996-11-29,1,0,0
ParlaMint-AT-en_1996-12-11-020-XX-NRSITZ-00051-meta.tsv,1996-12-11,33,5,40
ParlaMint-AT-en_1996-12-12-020-XX-NRSITZ-00052-meta.tsv,1996-12-12,42,7,51
ParlaMint-AT-en_1996-12-13-020-XX-NRSITZ-00053-meta.tsv,1996-12-13,35,7,54
ParlaMint-AT-en_1996-12-13-020-XX-NRSITZ-00054-meta.tsv,1996-12-13,1,0,0
ParlaMint-AT-en_1997-01-14-020-XX-NRSITZ-00055-meta.tsv,1997-01-14,13,3,21
ParlaMint-AT-en_1997-01-14-020-XX-NRSITZ-00056-meta.tsv,1997-01-14,0,0,1
ParlaMint-AT-en_1997-01-22-020-XX-NRSITZ-00057-meta.tsv,1997-01-22,36,8,42
ParlaMint-AT-en_1997-01-23-020-XX-NRSITZ-00058-meta.tsv,1997-01-23,39,7,44
ParlaMint-AT-en_1997-01-23-020-XX-NRSITZ-00059-meta.tsv,1997-01-23,1,0,0
ParlaMint-AT-en_1997-01-29-020-XX-NRSITZ-00060-meta.tsv,1997-01-29,17,6,34
ParlaMint-AT-en_1997-01-29-020-XX-NRSITZ-00061-meta.tsv,1997-01-29,0,0,1
ParlaMint-AT-en_1997-02-18-020-XX-NRSITZ-00062-meta.tsv,1997-02-18,15,4,25
ParlaMint-AT-en_1997-02-26-020-XX-NRSITZ-00063-meta.tsv,1997-02-26,28,7,30
ParlaMint-AT-en_1997-02-27-020-XX-NRSITZ-00064-meta.tsv,1997-02-27,34,6,43
ParlaMint-AT-en_1997-02-27-020-XX-NRSITZ-00065-meta.tsv,1997-02-27,0,0,1
ParlaMint-AT-en_1997-03-19-020-XX-NRSITZ-00066-meta.tsv,1997-03-19,37,7,47
ParlaMint-AT-en_1997-03-20-020-XX-NRSITZ-00067-meta.tsv,1997-03-20,33,5,34
ParlaMint-AT-en_1997-03-20-020-XX-NRSITZ-00068-meta.tsv,1997-03-20,1,0,0
ParlaMint-AT-en_1997-04-10-020-XX-NRSITZ-00069-meta.tsv,1997-04-10,13,4,12
ParlaMint-AT-en_1997-04-16-020-XX-NRSITZ-00070-meta.tsv,1997-04-16,29,5,31
ParlaMint-AT-en_1997-04-17-020-XX-NRSITZ-00071-meta.tsv,1997-04-17,23,6,36
ParlaMint-AT-en_1997-05-06-020-XX-NRSITZ-00072-meta.tsv,1997-05-06,11,5,13
ParlaMint-AT-en_1997-05-06-020-XX-NRSITZ-00073-meta.tsv,1997-05-06,0,0,1
ParlaMint-AT-en_1997-05-14-020-XX-NRSITZ-00074-meta.tsv,1997-05-14,27,6,40
ParlaMint-AT-en_1997-05-15-020-XX-NRSITZ-00075-meta.tsv,1997-05-15,25,8,36
ParlaMint-AT-en_1997-06-05-020-XX-NRSITZ-00076-meta.tsv,1997-06-05,15,5,18
ParlaMint-AT-en_1997-06-11-020-XX-NRSITZ-00077-meta.tsv,1997-06-11,43,8,55
ParlaMint-AT-en_1997-06-12-020-XX-NRSITZ-00078-meta.tsv,1997-06-12,26,8,40
ParlaMint-AT-en_1997-06-12-020-XX-NRSITZ-00079-meta.tsv,1997-06-12,0,0,1
ParlaMint-AT-en_1997-07-08-020-XX-NRSITZ-00080-meta.tsv,1997-07-08,23,5,41
ParlaMint-AT-en_1997-07-09-020-XX-NRSITZ-00081-meta.tsv,1997-07-09,42,8,52
ParlaMint-AT-en_1997-07-10-020-XX-NRSITZ-00082-meta.tsv,1997-07-10,43,7,51
ParlaMint-AT-en_1997-07-11-020-XX-NRSITZ-00083-meta.tsv,1997-07-11,36,7,39
ParlaMint-AT-en_1997-09-18-020-XX-NRSITZ-00084-meta.tsv,1997-09-18,33,7,35
ParlaMint-AT-en_1997-09-19-020-XX-NRSITZ-00085-meta.tsv,1997-09-19,30,5,41
ParlaMint-AT-en_1997-09-19-020-XX-NRSITZ-00086-meta.tsv,1997-09-19,0,0,1
ParlaMint-AT-en_1997-10-02-020-XX-NRSITZ-00087-meta.tsv,1997-10-02,8,3,13
ParlaMint-AT-en_1997-10-08-020-XX-NRSITZ-00088-meta.tsv,1997-10-08,21,5,36
ParlaMint-AT-en_1997-10-09-020-XX-NRSITZ-00089-meta.tsv,1997-10-09,18,5,32
ParlaMint-AT-en_1997-10-10-020-XX-NRSITZ-00090-meta.tsv,1997-10-10,24,6,33
ParlaMint-AT-en_1997-10-10-020-XX-NRSITZ-00091-meta.tsv,1997-10-10,1,0,0
ParlaMint-AT-en_1997-10-10-020-XX-NRSITZ-00092-meta.tsv,1997-10-10,1,0,0
ParlaMint-AT-en_1997-11-05-020-XX-NRSITZ-00093-meta.tsv,1997-11-05,15,8,26
