Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2016-12-08-20161-M32	ParlaMint-DK_20161208100018	Hansard of the session of the Danish Parliament (Folketinget), 20161, M32 (2016-12-08), final version	2016-12-08	Unicameralism	Regeringen Lars Løkke Rasmussen III	20161	M32	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2016-12-08-20161-M32	ParlaMint-DK_20161208100049	Hansard of the session of the Danish Parliament (Folketinget), 20161, M32 (2016-12-08), final version	2016-12-08	Unicameralism	Regeringen Lars Løkke Rasmussen III	20161	M32	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2016-12-08-20161-M32	ParlaMint-DK_20161208100102	Hansard of the session of the Danish Parliament (Folketinget), 20161, M32 (2016-12-08), final version	2016-12-08	Unicameralism	Regeringen Lars Løkke Rasmussen III	20161	M32	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2016-12-08-20161-M32	ParlaMint-DK_20161208100125	Hansard of the session of the Danish Parliament (Folketinget), 20161, M32 (2016-12-08), final version	2016-12-08	Unicameralism	Regeringen Lars Løkke Rasmussen III	20161	M32	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2016-12-08-20161-M32	ParlaMint-DK_20161208100142	Hansard of the session of the Danish Parliament (Folketinget), 20161, M32 (2016-12-08), final version	2016-12-08	Unicameralism	Regeringen Lars Løkke Rasmussen III	20161	M32	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2016-12-08-20161-M32	ParlaMint-DK_20161208100224	Hansard of the session of the Danish Parliament (Folketinget), 20161, M32 (2016-12-08), final version	2016-12-08	Unicameralism	Regeringen Lars Løkke Rasmussen III	20161	M32	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2016-12-08-20161-M32	ParlaMint-DK_20161208100245	Hansard of the session of the Danish Parliament (Folketinget), 20161, M32 (2016-12-08), final version	2016-12-08	Unicameralism	Regeringen Lars Løkke Rasmussen III	20161	M32	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2016-12-08-20161-M32	ParlaMint-DK_20161208100307	Hansard of the session of the Danish Parliament (Folketinget), 20161, M32 (2016-12-08), final version	2016-12-08	Unicameralism	Regeringen Lars Løkke Rasmussen III	20161	M32	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
