Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2016-10-04-20161-M1	ParlaMint-DK_20161004120001	Hansard of the session of the Danish Parliament (Folketinget), 20161, M1 (2016-10-04), final version	2016-10-04	Unicameralism	Regeringen Lars Løkke Rasmussen II	20161	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2016-10-04-20161-M1	ParlaMint-DK_20161004120106	Hansard of the session of the Danish Parliament (Folketinget), 20161, M1 (2016-10-04), final version	2016-10-04	Unicameralism	Regeringen Lars Løkke Rasmussen II	20161	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2016-10-04-20161-M1	ParlaMint-DK_20161004120110	Hansard of the session of the Danish Parliament (Folketinget), 20161, M1 (2016-10-04), final version	2016-10-04	Unicameralism	Regeringen Lars Løkke Rasmussen II	20161	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2016-10-04-20161-M1	ParlaMint-DK_20161004120126	Hansard of the session of the Danish Parliament (Folketinget), 20161, M1 (2016-10-04), final version	2016-10-04	Unicameralism	Regeringen Lars Løkke Rasmussen II	20161	M1	-	-	Reference	English	Chairperson	MP	Minister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2016-10-04-20161-M1	ParlaMint-DK_20161004120143	Hansard of the session of the Danish Parliament (Folketinget), 20161, M1 (2016-10-04), final version	2016-10-04	Unicameralism	Regeringen Lars Løkke Rasmussen II	20161	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2016-10-04-20161-M1	ParlaMint-DK_20161004120254	Hansard of the session of the Danish Parliament (Folketinget), 20161, M1 (2016-10-04), final version	2016-10-04	Unicameralism	Regeringen Lars Løkke Rasmussen II	20161	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2016-10-04-20161-M1	ParlaMint-DK_20161004120353	Hansard of the session of the Danish Parliament (Folketinget), 20161, M1 (2016-10-04), final version	2016-10-04	Unicameralism	Regeringen Lars Løkke Rasmussen II	20161	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2016-10-04-20161-M1	ParlaMint-DK_20161004120409	Hansard of the session of the Danish Parliament (Folketinget), 20161, M1 (2016-10-04), final version	2016-10-04	Unicameralism	Regeringen Lars Løkke Rasmussen II	20161	M1	-	-	Reference	English	Regular	MP	Minister	V	Venstre	Coalition	Centre-right	RasmussenLarsLøkke	Rasmussen, Lars Løkke	M	1964	
ParlaMint-DK-en_2016-10-04-20161-M1	ParlaMint-DK_20161004124722	Hansard of the session of the Danish Parliament (Folketinget), 20161, M1 (2016-10-04), final version	2016-10-04	Unicameralism	Regeringen Lars Løkke Rasmussen II	20161	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2016-10-04-20161-M1	ParlaMint-DK_20161004124734	Hansard of the session of the Danish Parliament (Folketinget), 20161, M1 (2016-10-04), final version	2016-10-04	Unicameralism	Regeringen Lars Løkke Rasmussen II	20161	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
