Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BA-en_2018-09-17-0	ParlaMint-BA_2018-09-17-0.u26709	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 7, Session 11h	2018-09-17	Unicameralism	7. mandat	-	Sjednica 11h	2018-09-17	-	Reference	English	Chairperson	MP	notMinister	SDS	Srpska demokratska stranka	Opposition	Centre-right to right	BosićMladen	Bosić, Mladen	M	1961	
ParlaMint-BA-en_2018-09-17-0	ParlaMint-BA_2018-09-17-0.u26714	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 7, Session 11h	2018-09-17	Unicameralism	7. mandat	-	Sjednica 11h	2018-09-17	-	Reference	English	Regular	MP	notMinister	SDA	Stranka demokratske akcije	Opposition	Centre-right to right	DžaferovićŠefik	Džaferović, Šefik	M	1957	
ParlaMint-BA-en_2018-09-17-0	ParlaMint-BA_2018-09-17-0.u26715	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 7, Session 11h	2018-09-17	Unicameralism	7. mandat	-	Sjednica 11h	2018-09-17	-	Reference	English	Regular	MP	notMinister	SDP_BiH	Socijaldemokratska partija Bosne i Hercegovine	Opposition	Centre-left	MagazinovićSaša	Magazinović, Saša	M	1978	
ParlaMint-BA-en_2018-09-17-0	ParlaMint-BA_2018-09-17-0.u26716	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 7, Session 11h	2018-09-17	Unicameralism	7. mandat	-	Sjednica 11h	2018-09-17	-	Reference	English	Chairperson	MP	notMinister	SDS	Srpska demokratska stranka	Opposition	Centre-right to right	BosićMladen	Bosić, Mladen	M	1961	
ParlaMint-BA-en_2018-09-17-0	ParlaMint-BA_2018-09-17-0.u26717	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 7, Session 11h	2018-09-17	Unicameralism	7. mandat	-	Sjednica 11h	2018-09-17	-	Reference	English	Regular	MP	notMinister	SDP_BiH	Socijaldemokratska partija Bosne i Hercegovine	Opposition	Centre-left	MagazinovićSaša	Magazinović, Saša	M	1978	
ParlaMint-BA-en_2018-09-17-0	ParlaMint-BA_2018-09-17-0.u26718	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 7, Session 11h	2018-09-17	Unicameralism	7. mandat	-	Sjednica 11h	2018-09-17	-	Reference	English	Chairperson	MP	notMinister	SDS	Srpska demokratska stranka	Opposition	Centre-right to right	BosićMladen	Bosić, Mladen	M	1961	
ParlaMint-BA-en_2018-09-17-0	ParlaMint-BA_2018-09-17-0.u26720	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 7, Session 11h	2018-09-17	Unicameralism	7. mandat	-	Sjednica 11h	2018-09-17	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	VukojeMarin	Vukoje, Marin	U	-	
ParlaMint-BA-en_2018-09-17-0	ParlaMint-BA_2018-09-17-0.u26721	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 7, Session 11h	2018-09-17	Unicameralism	7. mandat	-	Sjednica 11h	2018-09-17	-	Reference	English	Regular	MP	notMinister	SDA	Stranka demokratske akcije	Opposition	Centre-right to right	DžaferovićŠefik	Džaferović, Šefik	M	1957	
ParlaMint-BA-en_2018-09-17-0	ParlaMint-BA_2018-09-17-0.u26722	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 7, Session 11h	2018-09-17	Unicameralism	7. mandat	-	Sjednica 11h	2018-09-17	-	Reference	English	Chairperson	MP	notMinister	SDS	Srpska demokratska stranka	Opposition	Centre-right to right	BosićMladen	Bosić, Mladen	M	1961	
