Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-07-05-eerstekamer-13	ParlaMint-NL_2016-07-05-eerstekamer-13.u1	Report of the meeting of the Dutch Upper House, Meeting 37, Session 13 (2016-07-05)	2016-07-05	Upper house	Meeting of the 35th Eerste Kamer	Session 13	Meeting 37	Sitting 2016-07-05	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2016-07-05-eerstekamer-13	ParlaMint-NL_2016-07-05-eerstekamer-13.u2	Report of the meeting of the Dutch Upper House, Meeting 37, Session 13 (2016-07-05)	2016-07-05	Upper house	Meeting of the 35th Eerste Kamer	Session 13	Meeting 37	Sitting 2016-07-05	-	Reference	English	Regular	MP	notMinister	-	-	-	-	DanaivanWeerdenburg	van Weerdenburg, Danai	F	1976	
ParlaMint-NL-en_2016-07-05-eerstekamer-13	ParlaMint-NL_2016-07-05-eerstekamer-13.u3	Report of the meeting of the Dutch Upper House, Meeting 37, Session 13 (2016-07-05)	2016-07-05	Upper house	Meeting of the 35th Eerste Kamer	Session 13	Meeting 37	Sitting 2016-07-05	-	Reference	English	Regular	MP	notMinister	-	-	-	-	DanaivanWeerdenburg	van Weerdenburg, Danai	F	1976	
ParlaMint-NL-en_2016-07-05-eerstekamer-13	ParlaMint-NL_2016-07-05-eerstekamer-13.u4	Report of the meeting of the Dutch Upper House, Meeting 37, Session 13 (2016-07-05)	2016-07-05	Upper house	Meeting of the 35th Eerste Kamer	Session 13	Meeting 37	Sitting 2016-07-05	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	FrankKöhler	Köhler, Frank	M	1953	
ParlaMint-NL-en_2016-07-05-eerstekamer-13	ParlaMint-NL_2016-07-05-eerstekamer-13.u5	Report of the meeting of the Dutch Upper House, Meeting 37, Session 13 (2016-07-05)	2016-07-05	Upper house	Meeting of the 35th Eerste Kamer	Session 13	Meeting 37	Sitting 2016-07-05	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2016-07-05-eerstekamer-13	ParlaMint-NL_2016-07-05-eerstekamer-13.u6	Report of the meeting of the Dutch Upper House, Meeting 37, Session 13 (2016-07-05)	2016-07-05	Upper house	Meeting of the 35th Eerste Kamer	Session 13	Meeting 37	Sitting 2016-07-05	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	StefBlok	Blok, Stef	M	1964	
ParlaMint-NL-en_2016-07-05-eerstekamer-13	ParlaMint-NL_2016-07-05-eerstekamer-13.u7	Report of the meeting of the Dutch Upper House, Meeting 37, Session 13 (2016-07-05)	2016-07-05	Upper house	Meeting of the 35th Eerste Kamer	Session 13	Meeting 37	Sitting 2016-07-05	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2016-07-05-eerstekamer-13	ParlaMint-NL_2016-07-05-eerstekamer-13.u8	Report of the meeting of the Dutch Upper House, Meeting 37, Session 13 (2016-07-05)	2016-07-05	Upper house	Meeting of the 35th Eerste Kamer	Session 13	Meeting 37	Sitting 2016-07-05	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	FrankKöhler	Köhler, Frank	M	1953	
ParlaMint-NL-en_2016-07-05-eerstekamer-13	ParlaMint-NL_2016-07-05-eerstekamer-13.u9	Report of the meeting of the Dutch Upper House, Meeting 37, Session 13 (2016-07-05)	2016-07-05	Upper house	Meeting of the 35th Eerste Kamer	Session 13	Meeting 37	Sitting 2016-07-05	-	Reference	English	Regular	MP	notMinister	-	-	-	-	DanaivanWeerdenburg	van Weerdenburg, Danai	F	1976	
ParlaMint-NL-en_2016-07-05-eerstekamer-13	ParlaMint-NL_2016-07-05-eerstekamer-13.u10	Report of the meeting of the Dutch Upper House, Meeting 37, Session 13 (2016-07-05)	2016-07-05	Upper house	Meeting of the 35th Eerste Kamer	Session 13	Meeting 37	Sitting 2016-07-05	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	FrankKöhler	Köhler, Frank	M	1953	
ParlaMint-NL-en_2016-07-05-eerstekamer-13	ParlaMint-NL_2016-07-05-eerstekamer-13.u11	Report of the meeting of the Dutch Upper House, Meeting 37, Session 13 (2016-07-05)	2016-07-05	Upper house	Meeting of the 35th Eerste Kamer	Session 13	Meeting 37	Sitting 2016-07-05	-	Reference	English	Regular	MP	notMinister	-	-	-	-	DanaivanWeerdenburg	van Weerdenburg, Danai	F	1976	
