Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-03-22-eerstekamer-6	ParlaMint-NL_2016-03-22-eerstekamer-6.u1	Report of the meeting of the Dutch Upper House, Meeting 24, Session 6 (2016-03-22)	2016-03-22	Upper house	Meeting of the 35th Eerste Kamer	Session 6	Meeting 24	Sitting 2016-03-22	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2016-03-22-eerstekamer-6	ParlaMint-NL_2016-03-22-eerstekamer-6.u2	Report of the meeting of the Dutch Upper House, Meeting 24, Session 6 (2016-03-22)	2016-03-22	Upper house	Meeting of the 35th Eerste Kamer	Session 6	Meeting 24	Sitting 2016-03-22	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	BastiaanvanApeldoorn	van Apeldoorn, Bastiaan	M	1970	
ParlaMint-NL-en_2016-03-22-eerstekamer-6	ParlaMint-NL_2016-03-22-eerstekamer-6.u3	Report of the meeting of the Dutch Upper House, Meeting 24, Session 6 (2016-03-22)	2016-03-22	Upper house	Meeting of the 35th Eerste Kamer	Session 6	Meeting 24	Sitting 2016-03-22	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2016-03-22-eerstekamer-6	ParlaMint-NL_2016-03-22-eerstekamer-6.u4	Report of the meeting of the Dutch Upper House, Meeting 24, Session 6 (2016-03-22)	2016-03-22	Upper house	Meeting of the 35th Eerste Kamer	Session 6	Meeting 24	Sitting 2016-03-22	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	JettaKlijnsma	Klijnsma, Jetta	M	1957	
