Session,Date,Left,Centre,Right
ParlaMint-BG-en_2014-10-27-meta.tsv,2014-10-27,4,3,10
ParlaMint-BG-en_2014-10-29-meta.tsv,2014-10-29,9,4,17
ParlaMint-BG-en_2014-10-30-meta.tsv,2014-10-30,6,4,16
ParlaMint-BG-en_2014-10-31-meta.tsv,2014-10-31,11,1,23
ParlaMint-BG-en_2014-11-05-meta.tsv,2014-11-05,11,3,17
ParlaMint-BG-en_2014-11-06-meta.tsv,2014-11-06,15,3,13
ParlaMint-BG-en_2014-11-07-meta.tsv,2014-11-07,8,6,17
ParlaMint-BG-en_2014-11-12-meta.tsv,2014-11-12,6,3,13
ParlaMint-BG-en_2014-11-14-meta.tsv,2014-11-14,4,3,22
ParlaMint-BG-en_2014-11-18-meta.tsv,2014-11-18,14,6,28
ParlaMint-BG-en_2014-11-19-meta.tsv,2014-11-19,11,4,28
ParlaMint-BG-en_2014-11-20-meta.tsv,2014-11-20,12,7,27
ParlaMint-BG-en_2014-11-21-meta.tsv,2014-11-21,9,4,28
ParlaMint-BG-en_2014-11-26-meta.tsv,2014-11-26,9,2,12
ParlaMint-BG-en_2014-11-27-meta.tsv,2014-11-27,3,1,12
ParlaMint-BG-en_2014-11-28-meta.tsv,2014-11-28,9,1,19
ParlaMint-BG-en_2014-12-03-meta.tsv,2014-12-03,8,3,20
ParlaMint-BG-en_2014-12-04-meta.tsv,2014-12-04,10,3,13
ParlaMint-BG-en_2014-12-05-meta.tsv,2014-12-05,10,1,14
ParlaMint-BG-en_2014-12-08-meta.tsv,2014-12-08,15,7,32
ParlaMint-BG-en_2014-12-09-meta.tsv,2014-12-09,12,3,23
ParlaMint-BG-en_2014-12-10-meta.tsv,2014-12-10,8,2,20
ParlaMint-BG-en_2014-12-11-meta.tsv,2014-12-11,4,1,10
ParlaMint-BG-en_2014-12-12-meta.tsv,2014-12-12,9,3,21
ParlaMint-BG-en_2014-12-17-meta.tsv,2014-12-17,13,6,22
ParlaMint-BG-en_2014-12-18-meta.tsv,2014-12-18,11,4,21
ParlaMint-BG-en_2014-12-19-meta.tsv,2014-12-19,22,9,35
ParlaMint-BG-en_2015-01-14-meta.tsv,2015-01-14,9,3,16
ParlaMint-BG-en_2015-01-15-meta.tsv,2015-01-15,6,2,20
ParlaMint-BG-en_2015-01-16-meta.tsv,2015-01-16,8,2,10
ParlaMint-BG-en_2015-01-21-meta.tsv,2015-01-21,6,4,17
ParlaMint-BG-en_2015-01-22-meta.tsv,2015-01-22,13,2,14
ParlaMint-BG-en_2015-01-23-meta.tsv,2015-01-23,12,3,21
ParlaMint-BG-en_2015-01-28-meta.tsv,2015-01-28,7,1,16
ParlaMint-BG-en_2015-01-29-meta.tsv,2015-01-29,6,0,18
ParlaMint-BG-en_2015-01-30-meta.tsv,2015-01-30,6,1,16
ParlaMint-BG-en_2015-02-04-meta.tsv,2015-02-04,8,7,18
ParlaMint-BG-en_2015-02-05-meta.tsv,2015-02-05,9,4,29
ParlaMint-BG-en_2015-02-06-meta.tsv,2015-02-06,12,2,16
ParlaMint-BG-en_2015-02-11-meta.tsv,2015-02-11,12,9,20
ParlaMint-BG-en_2015-02-12-meta.tsv,2015-02-12,5,5,12
ParlaMint-BG-en_2015-02-13-meta.tsv,2015-02-13,11,1,13
ParlaMint-BG-en_2015-02-17-meta.tsv,2015-02-17,19,8,28
ParlaMint-BG-en_2015-02-18-meta.tsv,2015-02-18,14,2,23
ParlaMint-BG-en_2015-02-19-meta.tsv,2015-02-19,8,3,26
ParlaMint-BG-en_2015-02-20-meta.tsv,2015-02-20,10,9,28
ParlaMint-BG-en_2015-02-25-meta.tsv,2015-02-25,15,2,19
ParlaMint-BG-en_2015-02-26-meta.tsv,2015-02-26,8,1,25
ParlaMint-BG-en_2015-02-27-meta.tsv,2015-02-27,9,3,22
ParlaMint-BG-en_2015-03-04-meta.tsv,2015-03-04,9,4,25
ParlaMint-BG-en_2015-03-05-meta.tsv,2015-03-05,7,3,22
ParlaMint-BG-en_2015-03-06-meta.tsv,2015-03-06,7,0,20
ParlaMint-BG-en_2015-03-11-meta.tsv,2015-03-11,13,3,18
ParlaMint-BG-en_2015-03-12-meta.tsv,2015-03-12,10,7,18
ParlaMint-BG-en_2015-03-13-meta.tsv,2015-03-13,9,3,16
ParlaMint-BG-en_2015-03-18-meta.tsv,2015-03-18,5,3,17
ParlaMint-BG-en_2015-03-19-meta.tsv,2015-03-19,13,6,19
ParlaMint-BG-en_2015-03-20-meta.tsv,2015-03-20,6,4,22
ParlaMint-BG-en_2015-03-25-meta.tsv,2015-03-25,6,3,15
ParlaMint-BG-en_2015-03-26-meta.tsv,2015-03-26,9,3,24
ParlaMint-BG-en_2015-03-27-meta.tsv,2015-03-27,10,1,21
ParlaMint-BG-en_2015-04-01-meta.tsv,2015-04-01,11,3,22
ParlaMint-BG-en_2015-04-02-meta.tsv,2015-04-02,8,3,17
ParlaMint-BG-en_2015-04-03-meta.tsv,2015-04-03,13,3,20
ParlaMint-BG-en_2015-04-08-meta.tsv,2015-04-08,8,3,24
ParlaMint-BG-en_2015-04-09-meta.tsv,2015-04-09,11,4,19
ParlaMint-BG-en_2015-04-22-meta.tsv,2015-04-22,8,1,17
ParlaMint-BG-en_2015-04-23-meta.tsv,2015-04-23,2,0,15
ParlaMint-BG-en_2015-04-24-meta.tsv,2015-04-24,6,7,28
ParlaMint-BG-en_2015-04-29-meta.tsv,2015-04-29,9,7,14
ParlaMint-BG-en_2015-04-30-meta.tsv,2015-04-30,6,1,13
ParlaMint-BG-en_2015-05-07-meta.tsv,2015-05-07,5,3,16
ParlaMint-BG-en_2015-05-08-meta.tsv,2015-05-08,10,0,16
ParlaMint-BG-en_2015-05-13-meta.tsv,2015-05-13,9,4,23
ParlaMint-BG-en_2015-05-14-meta.tsv,2015-05-14,5,6,18
ParlaMint-BG-en_2015-05-15-meta.tsv,2015-05-15,9,1,17
ParlaMint-BG-en_2015-05-20-meta.tsv,2015-05-20,12,5,20
ParlaMint-BG-en_2015-05-21-meta.tsv,2015-05-21,10,2,20
ParlaMint-BG-en_2015-05-22-meta.tsv,2015-05-22,11,4,9
ParlaMint-BG-en_2015-05-26-meta.tsv,2015-05-26,12,4,8
ParlaMint-BG-en_2015-05-27-meta.tsv,2015-05-27,5,2,14
ParlaMint-BG-en_2015-05-28-meta.tsv,2015-05-28,7,4,18
ParlaMint-BG-en_2015-05-29-meta.tsv,2015-05-29,10,1,16
ParlaMint-BG-en_2015-06-03-meta.tsv,2015-06-03,11,3,20
ParlaMint-BG-en_2015-06-04-meta.tsv,2015-06-04,9,5,18
ParlaMint-BG-en_2015-06-10-meta.tsv,2015-06-10,11,3,18
ParlaMint-BG-en_2015-06-11-meta.tsv,2015-06-11,13,1,23
ParlaMint-BG-en_2015-06-12-meta.tsv,2015-06-12,10,5,20
ParlaMint-BG-en_2015-06-16-meta.tsv,2015-06-16,12,3,17
ParlaMint-BG-en_2015-06-17-meta.tsv,2015-06-17,9,4,19
ParlaMint-BG-en_2015-06-18-meta.tsv,2015-06-18,7,1,19
ParlaMint-BG-en_2015-06-19-meta.tsv,2015-06-19,10,3,18
ParlaMint-BG-en_2015-06-24-meta.tsv,2015-06-24,9,2,22
ParlaMint-BG-en_2015-06-25-meta.tsv,2015-06-25,8,3,21
ParlaMint-BG-en_2015-06-26-meta.tsv,2015-06-26,14,0,17
ParlaMint-BG-en_2015-07-01-meta.tsv,2015-07-01,9,3,17
ParlaMint-BG-en_2015-07-02-meta.tsv,2015-07-02,8,1,13
ParlaMint-BG-en_2015-07-03-meta.tsv,2015-07-03,11,7,12
