Session,Date,Coalition,Opposition
ParlaMint-BG-en_2014-10-27-meta.tsv,2014-10-27,0,0
ParlaMint-BG-en_2014-10-29-meta.tsv,2014-10-29,0,0
ParlaMint-BG-en_2014-10-30-meta.tsv,2014-10-30,0,0
ParlaMint-BG-en_2014-10-31-meta.tsv,2014-10-31,0,0
ParlaMint-BG-en_2014-11-05-meta.tsv,2014-11-05,0,0
ParlaMint-BG-en_2014-11-06-meta.tsv,2014-11-06,0,0
ParlaMint-BG-en_2014-11-07-meta.tsv,2014-11-07,13,15
ParlaMint-BG-en_2014-11-12-meta.tsv,2014-11-12,9,11
ParlaMint-BG-en_2014-11-14-meta.tsv,2014-11-14,15,9
ParlaMint-BG-en_2014-11-18-meta.tsv,2014-11-18,26,19
ParlaMint-BG-en_2014-11-19-meta.tsv,2014-11-19,17,20
ParlaMint-BG-en_2014-11-20-meta.tsv,2014-11-20,19,24
ParlaMint-BG-en_2014-11-21-meta.tsv,2014-11-21,18,18
ParlaMint-BG-en_2014-11-26-meta.tsv,2014-11-26,12,10
ParlaMint-BG-en_2014-11-27-meta.tsv,2014-11-27,6,8
ParlaMint-BG-en_2014-11-28-meta.tsv,2014-11-28,11,12
ParlaMint-BG-en_2014-12-03-meta.tsv,2014-12-03,16,11
ParlaMint-BG-en_2014-12-04-meta.tsv,2014-12-04,10,16
ParlaMint-BG-en_2014-12-05-meta.tsv,2014-12-05,13,8
ParlaMint-BG-en_2014-12-08-meta.tsv,2014-12-08,31,21
ParlaMint-BG-en_2014-12-09-meta.tsv,2014-12-09,20,16
ParlaMint-BG-en_2014-12-10-meta.tsv,2014-12-10,16,13
ParlaMint-BG-en_2014-12-11-meta.tsv,2014-12-11,9,6
ParlaMint-BG-en_2014-12-12-meta.tsv,2014-12-12,15,15
ParlaMint-BG-en_2014-12-17-meta.tsv,2014-12-17,18,22
ParlaMint-BG-en_2014-12-18-meta.tsv,2014-12-18,18,18
ParlaMint-BG-en_2014-12-19-meta.tsv,2014-12-19,26,37
ParlaMint-BG-en_2015-01-14-meta.tsv,2015-01-14,12,12
ParlaMint-BG-en_2015-01-15-meta.tsv,2015-01-15,19,9
ParlaMint-BG-en_2015-01-16-meta.tsv,2015-01-16,4,12
ParlaMint-BG-en_2015-01-21-meta.tsv,2015-01-21,16,10
ParlaMint-BG-en_2015-01-22-meta.tsv,2015-01-22,15,14
ParlaMint-BG-en_2015-01-23-meta.tsv,2015-01-23,15,16
ParlaMint-BG-en_2015-01-28-meta.tsv,2015-01-28,14,9
ParlaMint-BG-en_2015-01-29-meta.tsv,2015-01-29,14,9
ParlaMint-BG-en_2015-01-30-meta.tsv,2015-01-30,8,10
ParlaMint-BG-en_2015-02-04-meta.tsv,2015-02-04,14,17
ParlaMint-BG-en_2015-02-05-meta.tsv,2015-02-05,23,17
ParlaMint-BG-en_2015-02-06-meta.tsv,2015-02-06,11,16
ParlaMint-BG-en_2015-02-11-meta.tsv,2015-02-11,15,25
ParlaMint-BG-en_2015-02-12-meta.tsv,2015-02-12,9,13
ParlaMint-BG-en_2015-02-13-meta.tsv,2015-02-13,9,12
ParlaMint-BG-en_2015-02-17-meta.tsv,2015-02-17,23,28
ParlaMint-BG-en_2015-02-18-meta.tsv,2015-02-18,17,18
ParlaMint-BG-en_2015-02-19-meta.tsv,2015-02-19,18,15
ParlaMint-BG-en_2015-02-20-meta.tsv,2015-02-20,19,24
ParlaMint-BG-en_2015-02-25-meta.tsv,2015-02-25,15,19
ParlaMint-BG-en_2015-02-26-meta.tsv,2015-02-26,20,12
ParlaMint-BG-en_2015-02-27-meta.tsv,2015-02-27,19,12
