Session,Date,Male,Female
ParlaMint-BG-en_2014-10-27-meta.tsv,2014-10-27,18,2
ParlaMint-BG-en_2014-10-29-meta.tsv,2014-10-29,26,9
ParlaMint-BG-en_2014-10-30-meta.tsv,2014-10-30,25,7
ParlaMint-BG-en_2014-10-31-meta.tsv,2014-10-31,32,6
ParlaMint-BG-en_2014-11-05-meta.tsv,2014-11-05,31,10
ParlaMint-BG-en_2014-11-06-meta.tsv,2014-11-06,31,12
ParlaMint-BG-en_2014-11-07-meta.tsv,2014-11-07,27,6
ParlaMint-BG-en_2014-11-12-meta.tsv,2014-11-12,23,3
ParlaMint-BG-en_2014-11-14-meta.tsv,2014-11-14,30,5
ParlaMint-BG-en_2014-11-18-meta.tsv,2014-11-18,39,15
ParlaMint-BG-en_2014-11-19-meta.tsv,2014-11-19,37,8
ParlaMint-BG-en_2014-11-20-meta.tsv,2014-11-20,40,7
ParlaMint-BG-en_2014-11-21-meta.tsv,2014-11-21,34,8
ParlaMint-BG-en_2014-11-26-meta.tsv,2014-11-26,19,5
ParlaMint-BG-en_2014-11-27-meta.tsv,2014-11-27,11,6
ParlaMint-BG-en_2014-11-28-meta.tsv,2014-11-28,26,10
ParlaMint-BG-en_2014-12-03-meta.tsv,2014-12-03,30,6
ParlaMint-BG-en_2014-12-04-meta.tsv,2014-12-04,21,6
ParlaMint-BG-en_2014-12-05-meta.tsv,2014-12-05,23,10
ParlaMint-BG-en_2014-12-08-meta.tsv,2014-12-08,47,16
ParlaMint-BG-en_2014-12-09-meta.tsv,2014-12-09,33,12
ParlaMint-BG-en_2014-12-10-meta.tsv,2014-12-10,29,6
ParlaMint-BG-en_2014-12-11-meta.tsv,2014-12-11,10,6
ParlaMint-BG-en_2014-12-12-meta.tsv,2014-12-12,32,7
ParlaMint-BG-en_2014-12-17-meta.tsv,2014-12-17,31,10
ParlaMint-BG-en_2014-12-18-meta.tsv,2014-12-18,33,5
ParlaMint-BG-en_2014-12-19-meta.tsv,2014-12-19,60,13
ParlaMint-BG-en_2015-01-14-meta.tsv,2015-01-14,29,6
ParlaMint-BG-en_2015-01-15-meta.tsv,2015-01-15,26,6
ParlaMint-BG-en_2015-01-16-meta.tsv,2015-01-16,24,5
ParlaMint-BG-en_2015-01-21-meta.tsv,2015-01-21,27,5
ParlaMint-BG-en_2015-01-22-meta.tsv,2015-01-22,24,7
ParlaMint-BG-en_2015-01-23-meta.tsv,2015-01-23,32,7
ParlaMint-BG-en_2015-01-28-meta.tsv,2015-01-28,19,6
ParlaMint-BG-en_2015-01-29-meta.tsv,2015-01-29,20,5
ParlaMint-BG-en_2015-01-30-meta.tsv,2015-01-30,23,9
ParlaMint-BG-en_2015-02-04-meta.tsv,2015-02-04,35,6
ParlaMint-BG-en_2015-02-05-meta.tsv,2015-02-05,29,15
ParlaMint-BG-en_2015-02-06-meta.tsv,2015-02-06,26,10
ParlaMint-BG-en_2015-02-11-meta.tsv,2015-02-11,38,7
ParlaMint-BG-en_2015-02-12-meta.tsv,2015-02-12,21,4
ParlaMint-BG-en_2015-02-13-meta.tsv,2015-02-13,27,6
ParlaMint-BG-en_2015-02-17-meta.tsv,2015-02-17,53,13
ParlaMint-BG-en_2015-02-18-meta.tsv,2015-02-18,34,8
ParlaMint-BG-en_2015-02-19-meta.tsv,2015-02-19,33,4
ParlaMint-BG-en_2015-02-20-meta.tsv,2015-02-20,40,12
ParlaMint-BG-en_2015-02-25-meta.tsv,2015-02-25,36,4
ParlaMint-BG-en_2015-02-26-meta.tsv,2015-02-26,31,8
ParlaMint-BG-en_2015-02-27-meta.tsv,2015-02-27,38,4
ParlaMint-BG-en_2015-03-04-meta.tsv,2015-03-04,33,10
ParlaMint-BG-en_2015-03-05-meta.tsv,2015-03-05,30,6
ParlaMint-BG-en_2015-03-06-meta.tsv,2015-03-06,32,3
ParlaMint-BG-en_2015-03-11-meta.tsv,2015-03-11,35,6
ParlaMint-BG-en_2015-03-12-meta.tsv,2015-03-12,30,16
ParlaMint-BG-en_2015-03-13-meta.tsv,2015-03-13,24,8
ParlaMint-BG-en_2015-03-18-meta.tsv,2015-03-18,21,5
ParlaMint-BG-en_2015-03-19-meta.tsv,2015-03-19,37,6
ParlaMint-BG-en_2015-03-20-meta.tsv,2015-03-20,33,8
ParlaMint-BG-en_2015-03-25-meta.tsv,2015-03-25,26,2
ParlaMint-BG-en_2015-03-26-meta.tsv,2015-03-26,34,7
ParlaMint-BG-en_2015-03-27-meta.tsv,2015-03-27,36,5
ParlaMint-BG-en_2015-04-01-meta.tsv,2015-04-01,36,9
ParlaMint-BG-en_2015-04-02-meta.tsv,2015-04-02,25,5
ParlaMint-BG-en_2015-04-03-meta.tsv,2015-04-03,35,7
ParlaMint-BG-en_2015-04-08-meta.tsv,2015-04-08,30,9
ParlaMint-BG-en_2015-04-09-meta.tsv,2015-04-09,31,5
ParlaMint-BG-en_2015-04-22-meta.tsv,2015-04-22,20,7
ParlaMint-BG-en_2015-04-23-meta.tsv,2015-04-23,13,4
ParlaMint-BG-en_2015-04-24-meta.tsv,2015-04-24,34,11
ParlaMint-BG-en_2015-04-29-meta.tsv,2015-04-29,26,5
ParlaMint-BG-en_2015-04-30-meta.tsv,2015-04-30,21,4
ParlaMint-BG-en_2015-05-07-meta.tsv,2015-05-07,21,4
ParlaMint-BG-en_2015-05-08-meta.tsv,2015-05-08,27,8
ParlaMint-BG-en_2015-05-13-meta.tsv,2015-05-13,38,7
ParlaMint-BG-en_2015-05-14-meta.tsv,2015-05-14,23,7
ParlaMint-BG-en_2015-05-15-meta.tsv,2015-05-15,28,5
ParlaMint-BG-en_2015-05-20-meta.tsv,2015-05-20,36,3
ParlaMint-BG-en_2015-05-21-meta.tsv,2015-05-21,30,3
ParlaMint-BG-en_2015-05-22-meta.tsv,2015-05-22,22,8
ParlaMint-BG-en_2015-05-26-meta.tsv,2015-05-26,24,6
ParlaMint-BG-en_2015-05-27-meta.tsv,2015-05-27,19,3
ParlaMint-BG-en_2015-05-28-meta.tsv,2015-05-28,26,6
ParlaMint-BG-en_2015-05-29-meta.tsv,2015-05-29,26,10
ParlaMint-BG-en_2015-06-03-meta.tsv,2015-06-03,34,10
ParlaMint-BG-en_2015-06-04-meta.tsv,2015-06-04,27,6
ParlaMint-BG-en_2015-06-10-meta.tsv,2015-06-10,25,10
ParlaMint-BG-en_2015-06-11-meta.tsv,2015-06-11,28,10
ParlaMint-BG-en_2015-06-12-meta.tsv,2015-06-12,33,10
ParlaMint-BG-en_2015-06-16-meta.tsv,2015-06-16,29,5
ParlaMint-BG-en_2015-06-17-meta.tsv,2015-06-17,28,7
ParlaMint-BG-en_2015-06-18-meta.tsv,2015-06-18,21,6
ParlaMint-BG-en_2015-06-19-meta.tsv,2015-06-19,31,6
ParlaMint-BG-en_2015-06-24-meta.tsv,2015-06-24,32,6
ParlaMint-BG-en_2015-06-25-meta.tsv,2015-06-25,29,6
ParlaMint-BG-en_2015-06-26-meta.tsv,2015-06-26,32,8
ParlaMint-BG-en_2015-07-01-meta.tsv,2015-07-01,30,5
ParlaMint-BG-en_2015-07-02-meta.tsv,2015-07-02,17,7
ParlaMint-BG-en_2015-07-03-meta.tsv,2015-07-03,30,6
ParlaMint-BG-en_2015-07-08-meta.tsv,2015-07-08,33,7
ParlaMint-BG-en_2015-07-09-meta.tsv,2015-07-09,22,6
ParlaMint-BG-en_2015-07-10-meta.tsv,2015-07-10,28,8
ParlaMint-BG-en_2015-07-14-meta.tsv,2015-07-14,46,9
ParlaMint-BG-en_2015-07-15-meta.tsv,2015-07-15,17,4
ParlaMint-BG-en_2015-07-16-meta.tsv,2015-07-16,18,7
ParlaMint-BG-en_2015-07-17-meta.tsv,2015-07-17,36,11
ParlaMint-BG-en_2015-07-21-meta.tsv,2015-07-21,23,9
ParlaMint-BG-en_2015-07-22-meta.tsv,2015-07-22,19,3
ParlaMint-BG-en_2015-07-23-meta.tsv,2015-07-23,20,6
ParlaMint-BG-en_2015-07-24-meta.tsv,2015-07-24,40,8
ParlaMint-BG-en_2015-07-28-meta.tsv,2015-07-28,46,7
ParlaMint-BG-en_2015-07-29-meta.tsv,2015-07-29,44,8
ParlaMint-BG-en_2015-07-30-meta.tsv,2015-07-30,10,5
ParlaMint-BG-en_2015-07-31-meta.tsv,2015-07-31,35,9
ParlaMint-BG-en_2015-09-02-meta.tsv,2015-09-02,31,8
ParlaMint-BG-en_2015-09-03-meta.tsv,2015-09-03,38,9
ParlaMint-BG-en_2015-09-04-meta.tsv,2015-09-04,27,6
ParlaMint-BG-en_2015-09-09-meta.tsv,2015-09-09,22,5
ParlaMint-BG-en_2015-09-10-meta.tsv,2015-09-10,15,13
ParlaMint-BG-en_2015-09-11-meta.tsv,2015-09-11,20,13
ParlaMint-BG-en_2015-09-16-meta.tsv,2015-09-16,19,5
ParlaMint-BG-en_2015-09-17-meta.tsv,2015-09-17,30,7
ParlaMint-BG-en_2015-09-18-meta.tsv,2015-09-18,16,3
ParlaMint-BG-en_2015-09-23-meta.tsv,2015-09-23,30,12
ParlaMint-BG-en_2015-09-24-meta.tsv,2015-09-24,13,9
ParlaMint-BG-en_2015-09-25-meta.tsv,2015-09-25,27,8
ParlaMint-BG-en_2015-09-29-meta.tsv,2015-09-29,7,3
ParlaMint-BG-en_2015-09-30-meta.tsv,2015-09-30,24,8
ParlaMint-BG-en_2015-10-01-meta.tsv,2015-10-01,18,2
ParlaMint-BG-en_2015-10-02-meta.tsv,2015-10-02,22,7
ParlaMint-BG-en_2015-10-06-meta.tsv,2015-10-06,17,7
ParlaMint-BG-en_2015-10-07-meta.tsv,2015-10-07,38,12
ParlaMint-BG-en_2015-10-08-meta.tsv,2015-10-08,19,6
ParlaMint-BG-en_2015-10-09-meta.tsv,2015-10-09,25,6
ParlaMint-BG-en_2015-10-28-meta.tsv,2015-10-28,26,9
ParlaMint-BG-en_2015-10-29-meta.tsv,2015-10-29,12,3
ParlaMint-BG-en_2015-11-04-meta.tsv,2015-11-04,28,6
ParlaMint-BG-en_2015-11-05-meta.tsv,2015-11-05,27,8
ParlaMint-BG-en_2015-11-06-meta.tsv,2015-11-06,23,11
ParlaMint-BG-en_2015-11-11-meta.tsv,2015-11-11,31,2
ParlaMint-BG-en_2015-11-12-meta.tsv,2015-11-12,20,5
ParlaMint-BG-en_2015-11-13-meta.tsv,2015-11-13,18,10
ParlaMint-BG-en_2015-11-18-meta.tsv,2015-11-18,38,13
ParlaMint-BG-en_2015-11-19-meta.tsv,2015-11-19,31,7
ParlaMint-BG-en_2015-11-20-meta.tsv,2015-11-20,22,7
ParlaMint-BG-en_2015-11-24-meta.tsv,2015-11-24,23,5
ParlaMint-BG-en_2015-11-25-meta.tsv,2015-11-25,25,6
ParlaMint-BG-en_2015-11-26-meta.tsv,2015-11-26,23,12
ParlaMint-BG-en_2015-11-27-meta.tsv,2015-11-27,38,7
ParlaMint-BG-en_2015-12-01-meta.tsv,2015-12-01,42,10
ParlaMint-BG-en_2015-12-02-meta.tsv,2015-12-02,53,11
ParlaMint-BG-en_2015-12-03-meta.tsv,2015-12-03,33,6
ParlaMint-BG-en_2015-12-04-meta.tsv,2015-12-04,35,10
ParlaMint-BG-en_2015-12-09-meta.tsv,2015-12-09,33,1
ParlaMint-BG-en_2015-12-10-meta.tsv,2015-12-10,26,3
ParlaMint-BG-en_2015-12-11-meta.tsv,2015-12-11,24,4
ParlaMint-BG-en_2015-12-15-meta.tsv,2015-12-15,11,4
ParlaMint-BG-en_2015-12-16-meta.tsv,2015-12-16,24,4
ParlaMint-BG-en_2015-12-17-meta.tsv,2015-12-17,30,7
ParlaMint-BG-en_2015-12-18-meta.tsv,2015-12-18,37,10
ParlaMint-BG-en_2016-01-13-meta.tsv,2016-01-13,32,3
ParlaMint-BG-en_2016-01-14-meta.tsv,2016-01-14,37,4
ParlaMint-BG-en_2016-01-15-meta.tsv,2016-01-15,24,3
ParlaMint-BG-en_2016-01-20-meta.tsv,2016-01-20,13,4
ParlaMint-BG-en_2016-01-21-meta.tsv,2016-01-21,32,3
ParlaMint-BG-en_2016-01-22-meta.tsv,2016-01-22,33,5
ParlaMint-BG-en_2016-01-27-meta.tsv,2016-01-27,17,6
ParlaMint-BG-en_2016-01-28-meta.tsv,2016-01-28,11,4
ParlaMint-BG-en_2016-01-29-meta.tsv,2016-01-29,32,5
ParlaMint-BG-en_2016-02-02-meta.tsv,2016-02-02,17,6
ParlaMint-BG-en_2016-02-03-meta.tsv,2016-02-03,45,10
ParlaMint-BG-en_2016-02-04-meta.tsv,2016-02-04,22,12
ParlaMint-BG-en_2016-02-05-meta.tsv,2016-02-05,36,9
ParlaMint-BG-en_2016-02-10-meta.tsv,2016-02-10,23,8
ParlaMint-BG-en_2016-02-11-meta.tsv,2016-02-11,20,9
ParlaMint-BG-en_2016-02-12-meta.tsv,2016-02-12,30,12
ParlaMint-BG-en_2016-02-17-meta.tsv,2016-02-17,27,6
ParlaMint-BG-en_2016-02-18-meta.tsv,2016-02-18,19,7
ParlaMint-BG-en_2016-02-19-meta.tsv,2016-02-19,46,12
ParlaMint-BG-en_2016-02-24-meta.tsv,2016-02-24,29,9
ParlaMint-BG-en_2016-02-25-meta.tsv,2016-02-25,13,6
ParlaMint-BG-en_2016-02-26-meta.tsv,2016-02-26,27,6
ParlaMint-BG-en_2016-03-01-meta.tsv,2016-03-01,15,7
ParlaMint-BG-en_2016-03-02-meta.tsv,2016-03-02,29,11
ParlaMint-BG-en_2016-03-09-meta.tsv,2016-03-09,20,11
ParlaMint-BG-en_2016-03-10-meta.tsv,2016-03-10,34,2
ParlaMint-BG-en_2016-03-11-meta.tsv,2016-03-11,30,5
ParlaMint-BG-en_2016-03-16-meta.tsv,2016-03-16,24,4
ParlaMint-BG-en_2016-03-17-meta.tsv,2016-03-17,23,3
ParlaMint-BG-en_2016-03-18-meta.tsv,2016-03-18,27,8
