Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GR-en_2015-12-22-S1-commons	ParlaMint-GR_2015-12-22-S1-commons.u1	Minutes of the assembly of the greek parliament, Term 17, session 1, sitting 50, 2015-12-22	2015-12-22	Unicameralism	17	1	-	50	-	Reference	English	Chairperson	MP	notMinister	SY.RIZ.A.	Coalition of the Radical Left – Progressive Alliance	Coalition	Centre-left to left	ΚΟΥΡΑΚΗΣ_ΣΤΥΛΙΑΝΟΥ_ΑΝΑΣΤΑΣΙΟΣ_ΤΑΣΟΣ	Koyrakīs, Anastasios	M	-	
ParlaMint-GR-en_2015-12-22-S1-commons	ParlaMint-GR_2015-12-22-S1-commons.u2	Minutes of the assembly of the greek parliament, Term 17, session 1, sitting 50, 2015-12-22	2015-12-22	Unicameralism	17	1	-	50	-	Reference	English	Chairperson	MP	notMinister	SY.RIZ.A.	Coalition of the Radical Left – Progressive Alliance	Coalition	Centre-left to left	ΚΟΥΡΑΚΗΣ_ΣΤΥΛΙΑΝΟΥ_ΑΝΑΣΤΑΣΙΟΣ_ΤΑΣΟΣ	Koyrakīs, Anastasios	M	-	
ParlaMint-GR-en_2015-12-22-S1-commons	ParlaMint-GR_2015-12-22-S1-commons.u3	Minutes of the assembly of the greek parliament, Term 17, session 1, sitting 50, 2015-12-22	2015-12-22	Unicameralism	17	1	-	50	-	Reference	English	Chairperson	MP	notMinister	SY.RIZ.A.	Coalition of the Radical Left – Progressive Alliance	Coalition	Centre-left to left	ΚΟΥΡΑΚΗΣ_ΣΤΥΛΙΑΝΟΥ_ΑΝΑΣΤΑΣΙΟΣ_ΤΑΣΟΣ	Koyrakīs, Anastasios	M	-	
ParlaMint-GR-en_2015-12-22-S1-commons	ParlaMint-GR_2015-12-22-S1-commons.u4	Minutes of the assembly of the greek parliament, Term 17, session 1, sitting 50, 2015-12-22	2015-12-22	Unicameralism	17	1	-	50	-	Reference	English	Chairperson	MP	notMinister	SY.RIZ.A.	Coalition of the Radical Left – Progressive Alliance	Coalition	Centre-left to left	ΒΟΥΤΣΗΣ_ΓΕΩΡΓΙΟΥ_ΝΙΚΟΛΑΟΣ	Voytsīs, Nikolaos	M	-	
ParlaMint-GR-en_2015-12-22-S1-commons	ParlaMint-GR_2015-12-22-S1-commons.u5	Minutes of the assembly of the greek parliament, Term 17, session 1, sitting 50, 2015-12-22	2015-12-22	Unicameralism	17	1	-	50	-	Reference	English	Chairperson	MP	notMinister	SY.RIZ.A.	Coalition of the Radical Left – Progressive Alliance	Coalition	Centre-left to left	ΚΟΥΡΑΚΗΣ_ΣΤΥΛΙΑΝΟΥ_ΑΝΑΣΤΑΣΙΟΣ_ΤΑΣΟΣ	Koyrakīs, Anastasios	M	-	
