Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-AT-en_2011-07-08-024-XXIV-NRSITZ-00115	ParlaMint-AT_2011-07-08-024-XXIV-NRSITZ-00115_d7e604	Sitting Number 115, Legislative period XXIV, Friday, 8. July 2011	2011-07-08	Lower house	Legislative period XXIV	-	-	Sitting 115	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_04476	Prammer, Barbara	F	1954	
ParlaMint-AT-en_2011-07-08-024-XXIV-NRSITZ-00115	ParlaMint-AT_2011-07-08-024-XXIV-NRSITZ-00115_d7e638	Sitting Number 115, Legislative period XXIV, Friday, 8. July 2011	2011-07-08	Lower house	Legislative period XXIV	-	-	Sitting 115	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_04476	Prammer, Barbara	F	1954	
ParlaMint-AT-en_2011-07-08-024-XXIV-NRSITZ-00115	ParlaMint-AT_2011-07-08-024-XXIV-NRSITZ-00115_d7e934	Sitting Number 115, Legislative period XXIV, Friday, 8. July 2011	2011-07-08	Lower house	Legislative period XXIV	-	-	Sitting 115	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_04476	Prammer, Barbara	F	1954	
ParlaMint-AT-en_2011-07-08-024-XXIV-NRSITZ-00115	ParlaMint-AT_2011-07-08-024-XXIV-NRSITZ-00115_d7e964	Sitting Number 115, Legislative period XXIV, Friday, 8. July 2011	2011-07-08	Lower house	Legislative period XXIV	-	-	Sitting 115	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_04476	Prammer, Barbara	F	1954	
ParlaMint-AT-en_2011-07-08-024-XXIV-NRSITZ-00115	ParlaMint-AT_2011-07-08-024-XXIV-NRSITZ-00115_d7e1025	Sitting Number 115, Legislative period XXIV, Friday, 8. July 2011	2011-07-08	Lower house	Legislative period XXIV	-	-	Sitting 115	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_04476	Prammer, Barbara	F	1954	
ParlaMint-AT-en_2011-07-08-024-XXIV-NRSITZ-00115	ParlaMint-AT_2011-07-08-024-XXIV-NRSITZ-00115_d7e1077	Sitting Number 115, Legislative period XXIV, Friday, 8. July 2011	2011-07-08	Lower house	Legislative period XXIV	-	-	Sitting 115	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_04476	Prammer, Barbara	F	1954	
