Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2001-10-17-lower	ParlaMint-NO_2001-10-17-lower.ana.ud1332e19	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-10-17	2001-10-17	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-10-17	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2001-10-17-lower	ParlaMint-NO_2001-10-17-lower.ana.ud1332e35	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-10-17	2001-10-17	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-10-17	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2001-10-17-lower	ParlaMint-NO_2001-10-17-lower.ana.ud1332e38	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-10-17	2001-10-17	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-10-17	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.HEH	Holmås, Heikki Eidsvoll	M	1972	
ParlaMint-NO-en_2001-10-17-lower	ParlaMint-NO_2001-10-17-lower.ana.ud1332e43	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-10-17	2001-10-17	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-10-17	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
