Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2001-12-14-lower	ParlaMint-NO_2001-12-14-lower.ana.ud298e32	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-12-14	2001-12-14	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-12-14	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2001-12-14-lower	ParlaMint-NO_2001-12-14-lower.ana.ud298e46	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-12-14	2001-12-14	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-12-14	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2001-12-14-lower	ParlaMint-NO_2001-12-14-lower.ana.ud298e62	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-12-14	2001-12-14	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-12-14	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2001-12-14-lower	ParlaMint-NO_2001-12-14-lower.ana.ud298e96	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-12-14	2001-12-14	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-12-14	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2001-12-14-lower	ParlaMint-NO_2001-12-14-lower.ana.ud298e109	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-12-14	2001-12-14	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-12-14	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2001-12-14-lower	ParlaMint-NO_2001-12-14-lower.ana.ud298e144	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-12-14	2001-12-14	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-12-14	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2001-12-14-lower	ParlaMint-NO_2001-12-14-lower.ana.ud298e156	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-12-14	2001-12-14	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-12-14	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2001-12-14-lower	ParlaMint-NO_2001-12-14-lower.ana.ud298e167	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-12-14	2001-12-14	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-12-14	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
