Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2001-11-01-lower	ParlaMint-NO_2001-11-01-lower.ana.ud926e20	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-01	2001-11-01	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-01	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2001-11-01-lower	ParlaMint-NO_2001-11-01-lower.ana.ud926e23	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-01	2001-11-01	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-01	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2001-11-01-lower	ParlaMint-NO_2001-11-01-lower.ana.ud926e28	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-01	2001-11-01	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-01	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2001-11-01-lower	ParlaMint-NO_2001-11-01-lower.ana.ud926e31	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-01	2001-11-01	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-01	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.PES	Sandberg, Per	M	1960	
ParlaMint-NO-en_2001-11-01-lower	ParlaMint-NO_2001-11-01-lower.ana.ud926e38	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-11-01	2001-11-01	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-11-01	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
