Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2001-03-15	ParlaMint-NO_2001-03-15.ana.ud236e25	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-15	2001-03-15	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-15	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2001-03-15	ParlaMint-NO_2001-03-15.ana.ud236e28	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-15	2001-03-15	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-15	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.ES	Solberg, Erna	F	1961	
ParlaMint-NO-en_2001-03-15	ParlaMint-NO_2001-03-15.ana.ud236e33	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-15	2001-03-15	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-15	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2001-03-15	ParlaMint-NO_2001-03-15.ana.ud236e45	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-15	2001-03-15	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-15	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.ADV	Duesund, Åse Gunhild Woie	F	1944	
ParlaMint-NO-en_2001-03-15	ParlaMint-NO_2001-03-15.ana.ud236e73	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-15	2001-03-15	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-15	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HTN	Nesvik, Harald T.	M	1966	
ParlaMint-NO-en_2001-03-15	ParlaMint-NO_2001-03-15.ana.ud236e82	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-15	2001-03-15	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-15	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2001-03-15	ParlaMint-NO_2001-03-15.ana.ud236e90	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2001-03-15	2001-03-15	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2001-03-15	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
