Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2001-10-23	ParlaMint-NO_2001-10-23.ana.ud1254e24	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-10-23	2001-10-23	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-10-23	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-10-23	ParlaMint-NO_2001-10-23.ana.ud1254e48	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-10-23	2001-10-23	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-10-23	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-10-23	ParlaMint-NO_2001-10-23.ana.ud1254e310	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-10-23	2001-10-23	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-10-23	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-10-23	ParlaMint-NO_2001-10-23.ana.ud1254e315	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-10-23	2001-10-23	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-10-23	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.OHE	Hedstrøm, Øystein	M	1946	
ParlaMint-NO-en_2001-10-23	ParlaMint-NO_2001-10-23.ana.ud1254e320	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-10-23	2001-10-23	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-10-23	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2001-10-23	ParlaMint-NO_2001-10-23.ana.ud1254e332	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-10-23	2001-10-23	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-10-23	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.KMB	Bondevik, Kjell Magne	M	1947	
ParlaMint-NO-en_2001-10-23	ParlaMint-NO_2001-10-23.ana.ud1254e540	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2001-10-23	2001-10-23	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2001-10-23	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
