Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2003-11-25-lower	ParlaMint-NO_2003-11-25-lower.ana.ud1763e41	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-25	2003-11-25	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2003-11-25-lower	ParlaMint-NO_2003-11-25-lower.ana.ud1763e46	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-25	2003-11-25	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-25	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.RF	Frøiland, Ranveig	F	1945	
ParlaMint-NO-en_2003-11-25-lower	ParlaMint-NO_2003-11-25-lower.ana.ud1763e51	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-25	2003-11-25	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-25	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
