Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2003-04-01-upper	ParlaMint-NO_2003-04-01-upper.ana.ud1936e75	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-04-01	2003-04-01	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-04-01	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-04-01-upper	ParlaMint-NO_2003-04-01-upper.ana.ud1936e106	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-04-01	2003-04-01	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-04-01	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-04-01-upper	ParlaMint-NO_2003-04-01-upper.ana.ud1936e121	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-04-01	2003-04-01	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-04-01	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-04-01-upper	ParlaMint-NO_2003-04-01-upper.ana.ud1936e136	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-04-01	2003-04-01	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-04-01	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-04-01-upper	ParlaMint-NO_2003-04-01-upper.ana.ud1936e151	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-04-01	2003-04-01	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-04-01	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-04-01-upper	ParlaMint-NO_2003-04-01-upper.ana.ud1936e166	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-04-01	2003-04-01	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-04-01	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-04-01-upper	ParlaMint-NO_2003-04-01-upper.ana.ud1936e181	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-04-01	2003-04-01	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-04-01	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-04-01-upper	ParlaMint-NO_2003-04-01-upper.ana.ud1936e196	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-04-01	2003-04-01	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-04-01	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-04-01-upper	ParlaMint-NO_2003-04-01-upper.ana.ud1936e211	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-04-01	2003-04-01	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-04-01	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-04-01-upper	ParlaMint-NO_2003-04-01-upper.ana.ud1936e226	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-04-01	2003-04-01	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-04-01	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
