Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2003-06-05-upper	ParlaMint-NO_2003-06-05-upper.ana.ud1750e47	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-05	2003-06-05	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-05	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2003-06-05-upper	ParlaMint-NO_2003-06-05-upper.ana.ud1750e61	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-05	2003-06-05	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-05	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2003-06-05-upper	ParlaMint-NO_2003-06-05-upper.ana.ud1750e77	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-05	2003-06-05	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-05	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2003-06-05-upper	ParlaMint-NO_2003-06-05-upper.ana.ud1750e93	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-05	2003-06-05	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-05	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
