Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2003-06-19-upper	ParlaMint-NO_2003-06-19-upper.ana.ud2063e84	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-19	2003-06-19	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-19	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2003-06-19-upper	ParlaMint-NO_2003-06-19-upper.ana.ud2063e97	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-19	2003-06-19	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-19	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2003-06-19-upper	ParlaMint-NO_2003-06-19-upper.ana.ud2063e112	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-19	2003-06-19	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-19	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2003-06-19-upper	ParlaMint-NO_2003-06-19-upper.ana.ud2063e127	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-19	2003-06-19	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-19	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2003-06-19-upper	ParlaMint-NO_2003-06-19-upper.ana.ud2063e142	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-19	2003-06-19	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-19	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2003-06-19-upper	ParlaMint-NO_2003-06-19-upper.ana.ud2063e157	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-19	2003-06-19	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-19	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2003-06-19-upper	ParlaMint-NO_2003-06-19-upper.ana.ud2063e172	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-19	2003-06-19	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-19	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2003-06-19-upper	ParlaMint-NO_2003-06-19-upper.ana.ud2063e187	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-19	2003-06-19	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-19	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2003-06-19-upper	ParlaMint-NO_2003-06-19-upper.ana.ud2063e202	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-19	2003-06-19	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-19	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2003-06-19-upper	ParlaMint-NO_2003-06-19-upper.ana.ud2063e217	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2003-06-19	2003-06-19	Upper house	Term 2001-2005	Session 2002-2003	-	Sitting day 2003-06-19	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
