Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2003-11-20-upper	ParlaMint-NO_2003-11-20-upper.ana.ud2396e75	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-20	2003-11-20	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-20	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-11-20-upper	ParlaMint-NO_2003-11-20-upper.ana.ud2396e120	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-20	2003-11-20	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-20	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-11-20-upper	ParlaMint-NO_2003-11-20-upper.ana.ud2396e136	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-20	2003-11-20	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-20	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-11-20-upper	ParlaMint-NO_2003-11-20-upper.ana.ud2396e152	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-20	2003-11-20	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-20	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-11-20-upper	ParlaMint-NO_2003-11-20-upper.ana.ud2396e168	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-20	2003-11-20	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-20	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-11-20-upper	ParlaMint-NO_2003-11-20-upper.ana.ud2396e184	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-20	2003-11-20	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-20	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-11-20-upper	ParlaMint-NO_2003-11-20-upper.ana.ud2396e200	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-20	2003-11-20	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-20	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-11-20-upper	ParlaMint-NO_2003-11-20-upper.ana.ud2396e216	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-20	2003-11-20	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-20	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-11-20-upper	ParlaMint-NO_2003-11-20-upper.ana.ud2396e232	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-20	2003-11-20	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-20	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2003-11-20-upper	ParlaMint-NO_2003-11-20-upper.ana.ud2396e248	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2003-11-20	2003-11-20	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2003-11-20	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
