Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-TR-en_2012-04-23-tbmm-T24	tbmm-2012-04-23sit01spe0001par0001	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 2, Session 97	2012-04-23	Unicameralism	24	2	97	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2012-04-23-tbmm-T24	tbmm-2012-04-23sit01spe0002par0035	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 2, Session 97	2012-04-23	Unicameralism	24	2	97	-	-	Reference	English	Regular	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	RecepTayyip.Erdoğan	Erdoğan, Recep Tayyip	M	1954	
ParlaMint-TR-en_2012-04-23-tbmm-T24	tbmm-2012-04-23sit01spe0003par0058	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 2, Session 97	2012-04-23	Unicameralism	24	2	97	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2012-04-23-tbmm-T24	tbmm-2012-04-23sit01spe0004par0062	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 2, Session 97	2012-04-23	Unicameralism	24	2	97	-	-	Reference	English	Regular	MP	notMinister	CHP	Republican People's Party	Opposition	Centre-left	Kemal.Kılıçdaroğlu	Kılıçdaroğlu, Kemal	M	1948	
ParlaMint-TR-en_2012-04-23-tbmm-T24	tbmm-2012-04-23sit01spe0005par0086	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 2, Session 97	2012-04-23	Unicameralism	24	2	97	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
ParlaMint-TR-en_2012-04-23-tbmm-T24	tbmm-2012-04-23sit01spe0006par0090	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 2, Session 97	2012-04-23	Unicameralism	24	2	97	-	-	Reference	English	Regular	MP	notMinister	MHP	Nationalist Movement Party	Opposition	Right to far-right	Devlet.Bahçeli	Bahçeli, Devlet	M	1948	
ParlaMint-TR-en_2012-04-23-tbmm-T24	tbmm-2012-04-23sit01spe0007par0113	The Turkish parliamentary corpus ParlaMint-TR-en, Term 24, Year 2, Session 97	2012-04-23	Unicameralism	24	2	97	-	-	Reference	English	Chairperson	MP	notMinister	AKP	Justice and Development Party	Coalition	Right	Cemil.Çiçek	Çiçek, Cemil	M	1946	
