Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2021-11-11-20211-M16	ParlaMint-DK_20211111140557	Hansard of the session of the Danish Parliament (Folketinget), 20211, M16 (2021-11-11), preliminary version	2021-11-11	Unicameralism	Regeringen Mette Frederiksen	20211	M16	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	BonnesenErling	Bonnesen, Erling	M	1955	
ParlaMint-DK-en_2021-11-11-20211-M16	ParlaMint-DK_20211111140612	Hansard of the session of the Danish Parliament (Folketinget), 20211, M16 (2021-11-11), preliminary version	2021-11-11	Unicameralism	Regeringen Mette Frederiksen	20211	M16	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	BonnesenErling	Bonnesen, Erling	M	1955	
ParlaMint-DK-en_2021-11-11-20211-M16	ParlaMint-DK_20211111140626	Hansard of the session of the Danish Parliament (Folketinget), 20211, M16 (2021-11-11), preliminary version	2021-11-11	Unicameralism	Regeringen Mette Frederiksen	20211	M16	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	BonnesenErling	Bonnesen, Erling	M	1955	
ParlaMint-DK-en_2021-11-11-20211-M16	ParlaMint-DK_20211111140702	Hansard of the session of the Danish Parliament (Folketinget), 20211, M16 (2021-11-11), preliminary version	2021-11-11	Unicameralism	Regeringen Mette Frederiksen	20211	M16	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	BonnesenErling	Bonnesen, Erling	M	1955	
ParlaMint-DK-en_2021-11-11-20211-M16	ParlaMint-DK_20211111140733	Hansard of the session of the Danish Parliament (Folketinget), 20211, M16 (2021-11-11), preliminary version	2021-11-11	Unicameralism	Regeringen Mette Frederiksen	20211	M16	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	BonnesenErling	Bonnesen, Erling	M	1955	
ParlaMint-DK-en_2021-11-11-20211-M16	ParlaMint-DK_20211111140804	Hansard of the session of the Danish Parliament (Folketinget), 20211, M16 (2021-11-11), preliminary version	2021-11-11	Unicameralism	Regeringen Mette Frederiksen	20211	M16	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	BonnesenErling	Bonnesen, Erling	M	1955	
