Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2021-12-21-20211-M39	ParlaMint-DK_20211221130004	Hansard of the session of the Danish Parliament (Folketinget), 20211, M39 (2021-12-21), preliminary version	2021-12-21	Unicameralism	Regeringen Mette Frederiksen	20211	M39	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-21-20211-M39	ParlaMint-DK_20211221130051	Hansard of the session of the Danish Parliament (Folketinget), 20211, M39 (2021-12-21), preliminary version	2021-12-21	Unicameralism	Regeringen Mette Frederiksen	20211	M39	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-21-20211-M39	ParlaMint-DK_20211221130112	Hansard of the session of the Danish Parliament (Folketinget), 20211, M39 (2021-12-21), preliminary version	2021-12-21	Unicameralism	Regeringen Mette Frederiksen	20211	M39	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-21-20211-M39	ParlaMint-DK_20211221130117	Hansard of the session of the Danish Parliament (Folketinget), 20211, M39 (2021-12-21), preliminary version	2021-12-21	Unicameralism	Regeringen Mette Frederiksen	20211	M39	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-21-20211-M39	ParlaMint-DK_20211221130147	Hansard of the session of the Danish Parliament (Folketinget), 20211, M39 (2021-12-21), preliminary version	2021-12-21	Unicameralism	Regeringen Mette Frederiksen	20211	M39	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-21-20211-M39	ParlaMint-DK_20211221130204	Hansard of the session of the Danish Parliament (Folketinget), 20211, M39 (2021-12-21), preliminary version	2021-12-21	Unicameralism	Regeringen Mette Frederiksen	20211	M39	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
