Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2021-06-24-20201-M132	ParlaMint-DK_20210624130004	Hansard of the session of the Danish Parliament (Folketinget), 20201, M132 (2021-06-24), preliminary version	2021-06-24	Unicameralism	Regeringen Mette Frederiksen	20201	M132	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-06-24-20201-M132	ParlaMint-DK_20210624130126	Hansard of the session of the Danish Parliament (Folketinget), 20201, M132 (2021-06-24), preliminary version	2021-06-24	Unicameralism	Regeringen Mette Frederiksen	20201	M132	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-06-24-20201-M132	ParlaMint-DK_20210624130142	Hansard of the session of the Danish Parliament (Folketinget), 20201, M132 (2021-06-24), preliminary version	2021-06-24	Unicameralism	Regeringen Mette Frederiksen	20201	M132	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-06-24-20201-M132	ParlaMint-DK_20210624130154	Hansard of the session of the Danish Parliament (Folketinget), 20201, M132 (2021-06-24), preliminary version	2021-06-24	Unicameralism	Regeringen Mette Frederiksen	20201	M132	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-06-24-20201-M132	ParlaMint-DK_20210624130222	Hansard of the session of the Danish Parliament (Folketinget), 20201, M132 (2021-06-24), preliminary version	2021-06-24	Unicameralism	Regeringen Mette Frederiksen	20201	M132	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
