Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2021-04-20-20201-M97	ParlaMint-DK_20210420125959	Hansard of the session of the Danish Parliament (Folketinget), 20201, M97 (2021-04-20), preliminary version	2021-04-20	Unicameralism	Regeringen Mette Frederiksen	20201	M97	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-04-20-20201-M97	ParlaMint-DK_20210420130009	Hansard of the session of the Danish Parliament (Folketinget), 20201, M97 (2021-04-20), preliminary version	2021-04-20	Unicameralism	Regeringen Mette Frederiksen	20201	M97	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-04-20-20201-M97	ParlaMint-DK_20210420130019	Hansard of the session of the Danish Parliament (Folketinget), 20201, M97 (2021-04-20), preliminary version	2021-04-20	Unicameralism	Regeringen Mette Frederiksen	20201	M97	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-04-20-20201-M97	ParlaMint-DK_20210420130042	Hansard of the session of the Danish Parliament (Folketinget), 20201, M97 (2021-04-20), preliminary version	2021-04-20	Unicameralism	Regeringen Mette Frederiksen	20201	M97	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-04-20-20201-M97	ParlaMint-DK_20210420130050	Hansard of the session of the Danish Parliament (Folketinget), 20201, M97 (2021-04-20), preliminary version	2021-04-20	Unicameralism	Regeringen Mette Frederiksen	20201	M97	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
