Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2021-12-09-20211-M32	ParlaMint-DK_20211209100002	Hansard of the session of the Danish Parliament (Folketinget), 20211, M32 (2021-12-09), preliminary version	2021-12-09	Unicameralism	Regeringen Mette Frederiksen	20211	M32	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-09-20211-M32	ParlaMint-DK_20211209100038	Hansard of the session of the Danish Parliament (Folketinget), 20211, M32 (2021-12-09), preliminary version	2021-12-09	Unicameralism	Regeringen Mette Frederiksen	20211	M32	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-09-20211-M32	ParlaMint-DK_20211209100048	Hansard of the session of the Danish Parliament (Folketinget), 20211, M32 (2021-12-09), preliminary version	2021-12-09	Unicameralism	Regeringen Mette Frederiksen	20211	M32	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-09-20211-M32	ParlaMint-DK_20211209100104	Hansard of the session of the Danish Parliament (Folketinget), 20211, M32 (2021-12-09), preliminary version	2021-12-09	Unicameralism	Regeringen Mette Frederiksen	20211	M32	-	-	COVID	English	Regular	MP	notMinister	NB	Nye Borgerlige	Opposition	Right to far-right	MathiesenLarsBoje	Mathiesen, Lars Boje	M	1975	
ParlaMint-DK-en_2021-12-09-20211-M32	ParlaMint-DK_20211209100142	Hansard of the session of the Danish Parliament (Folketinget), 20211, M32 (2021-12-09), preliminary version	2021-12-09	Unicameralism	Regeringen Mette Frederiksen	20211	M32	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-09-20211-M32	ParlaMint-DK_20211209100150	Hansard of the session of the Danish Parliament (Folketinget), 20211, M32 (2021-12-09), preliminary version	2021-12-09	Unicameralism	Regeringen Mette Frederiksen	20211	M32	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2021-12-09-20211-M32	ParlaMint-DK_20211209100200	Hansard of the session of the Danish Parliament (Folketinget), 20211, M32 (2021-12-09), preliminary version	2021-12-09	Unicameralism	Regeringen Mette Frederiksen	20211	M32	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
