Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2021-03-23-20201-M84	ParlaMint-DK_20210323130001	Hansard of the session of the Danish Parliament (Folketinget), 20201, M84 (2021-03-23), preliminary version	2021-03-23	Unicameralism	Regeringen Mette Frederiksen	20201	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-03-23-20201-M84	ParlaMint-DK_20210323130135	Hansard of the session of the Danish Parliament (Folketinget), 20201, M84 (2021-03-23), preliminary version	2021-03-23	Unicameralism	Regeringen Mette Frederiksen	20201	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-03-23-20201-M84	ParlaMint-DK_20210323130153	Hansard of the session of the Danish Parliament (Folketinget), 20201, M84 (2021-03-23), preliminary version	2021-03-23	Unicameralism	Regeringen Mette Frederiksen	20201	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-03-23-20201-M84	ParlaMint-DK_20210323130158	Hansard of the session of the Danish Parliament (Folketinget), 20201, M84 (2021-03-23), preliminary version	2021-03-23	Unicameralism	Regeringen Mette Frederiksen	20201	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-03-23-20201-M84	ParlaMint-DK_20210323130214	Hansard of the session of the Danish Parliament (Folketinget), 20201, M84 (2021-03-23), preliminary version	2021-03-23	Unicameralism	Regeringen Mette Frederiksen	20201	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
