Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2021-02-23-20201-M67	ParlaMint-DK_20210223130005	Hansard of the session of the Danish Parliament (Folketinget), 20201, M67 (2021-02-23), preliminary version	2021-02-23	Unicameralism	Regeringen Mette Frederiksen	20201	M67	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-02-23-20201-M67	ParlaMint-DK_20210223130217	Hansard of the session of the Danish Parliament (Folketinget), 20201, M67 (2021-02-23), preliminary version	2021-02-23	Unicameralism	Regeringen Mette Frederiksen	20201	M67	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-02-23-20201-M67	ParlaMint-DK_20210223130246	Hansard of the session of the Danish Parliament (Folketinget), 20201, M67 (2021-02-23), preliminary version	2021-02-23	Unicameralism	Regeringen Mette Frederiksen	20201	M67	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-02-23-20201-M67	ParlaMint-DK_20210223130335	Hansard of the session of the Danish Parliament (Folketinget), 20201, M67 (2021-02-23), preliminary version	2021-02-23	Unicameralism	Regeringen Mette Frederiksen	20201	M67	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-02-23-20201-M67	ParlaMint-DK_20210223130342	Hansard of the session of the Danish Parliament (Folketinget), 20201, M67 (2021-02-23), preliminary version	2021-02-23	Unicameralism	Regeringen Mette Frederiksen	20201	M67	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2021-02-23-20201-M67	ParlaMint-DK_20210223130405	Hansard of the session of the Danish Parliament (Folketinget), 20201, M67 (2021-02-23), preliminary version	2021-02-23	Unicameralism	Regeringen Mette Frederiksen	20201	M67	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
