Session,Date,Left,Centre,Right
ParlaMint-EE-en_2011-04-04-meta.tsv,2011-04-04,2,0,5
ParlaMint-EE-en_2011-04-05-meta.tsv,2011-04-05,4,0,2
ParlaMint-EE-en_2011-04-06-meta.tsv,2011-04-06,1,0,12
ParlaMint-EE-en_2011-04-07-meta.tsv,2011-04-07,2,0,4
ParlaMint-EE-en_2011-04-11-meta.tsv,2011-04-11,2,0,1
ParlaMint-EE-en_2011-04-12-meta.tsv,2011-04-12,1,0,1
ParlaMint-EE-en_2011-04-13-meta.tsv,2011-04-13,17,0,5
ParlaMint-EE-en_2011-04-14-meta.tsv,2011-04-14,3,0,0
ParlaMint-EE-en_2011-04-18-meta.tsv,2011-04-18,1,0,1
ParlaMint-EE-en_2011-04-19-meta.tsv,2011-04-19,2,0,1
ParlaMint-EE-en_2011-04-20-meta.tsv,2011-04-20,13,0,3
ParlaMint-EE-en_2011-04-21-meta.tsv,2011-04-21,4,0,1
ParlaMint-EE-en_2011-05-02-meta.tsv,2011-05-02,4,0,2
ParlaMint-EE-en_2011-05-03-meta.tsv,2011-05-03,14,0,11
ParlaMint-EE-en_2011-05-04-meta.tsv,2011-05-04,12,0,7
ParlaMint-EE-en_2011-05-05-meta.tsv,2011-05-05,4,0,2
ParlaMint-EE-en_2011-05-09-meta.tsv,2011-05-09,2,0,3
ParlaMint-EE-en_2011-05-10-meta.tsv,2011-05-10,29,0,19
ParlaMint-EE-en_2011-05-11-meta.tsv,2011-05-11,13,0,12
ParlaMint-EE-en_2011-05-12-meta.tsv,2011-05-12,2,0,0
ParlaMint-EE-en_2011-05-16-meta.tsv,2011-05-16,16,0,3
ParlaMint-EE-en_2011-05-17-meta.tsv,2011-05-17,3,0,3
ParlaMint-EE-en_2011-05-18-meta.tsv,2011-05-18,17,0,6
ParlaMint-EE-en_2011-05-19-meta.tsv,2011-05-19,6,0,1
ParlaMint-EE-en_2011-05-30-meta.tsv,2011-05-30,23,0,3
ParlaMint-EE-en_2011-05-31-meta.tsv,2011-05-31,31,0,14
ParlaMint-EE-en_2011-06-01-meta.tsv,2011-06-01,27,0,18
ParlaMint-EE-en_2011-06-02-meta.tsv,2011-06-02,14,0,9
ParlaMint-EE-en_2011-06-06-meta.tsv,2011-06-06,20,0,3
ParlaMint-EE-en_2011-06-07-meta.tsv,2011-06-07,17,0,18
ParlaMint-EE-en_2011-06-08-meta.tsv,2011-06-08,28,0,20
ParlaMint-EE-en_2011-06-09-meta.tsv,2011-06-09,28,0,10
ParlaMint-EE-en_2011-06-13-meta.tsv,2011-06-13,24,0,4
ParlaMint-EE-en_2011-06-14-meta.tsv,2011-06-14,25,0,4
ParlaMint-EE-en_2011-06-15-meta.tsv,2011-06-15,32,0,16
ParlaMint-EE-en_2011-06-16-meta.tsv,2011-06-16,17,0,16
ParlaMint-EE-en_2011-08-29-meta.tsv,2011-08-29,1,0,1
ParlaMint-EE-en_2011-09-12-meta.tsv,2011-09-12,8,0,1
ParlaMint-EE-en_2011-09-13-meta.tsv,2011-09-13,17,0,15
ParlaMint-EE-en_2011-09-14-meta.tsv,2011-09-14,18,0,4
ParlaMint-EE-en_2011-09-15-meta.tsv,2011-09-15,9,0,7
ParlaMint-EE-en_2011-09-19-meta.tsv,2011-09-19,17,0,2
ParlaMint-EE-en_2011-09-20-meta.tsv,2011-09-20,23,0,22
ParlaMint-EE-en_2011-09-21-meta.tsv,2011-09-21,17,0,12
ParlaMint-EE-en_2011-09-22-meta.tsv,2011-09-22,17,0,7
ParlaMint-EE-en_2011-09-26-meta.tsv,2011-09-26,10,0,3
ParlaMint-EE-en_2011-09-27-meta.tsv,2011-09-27,33,0,17
ParlaMint-EE-en_2011-09-28-meta.tsv,2011-09-28,20,0,26
ParlaMint-EE-en_2011-09-29-meta.tsv,2011-09-29,29,0,15
ParlaMint-EE-en_2011-10-10-meta.tsv,2011-10-10,4,0,3
ParlaMint-EE-en_2011-10-11-meta.tsv,2011-10-11,22,0,17
ParlaMint-EE-en_2011-10-12-meta.tsv,2011-10-12,17,0,6
ParlaMint-EE-en_2011-10-13-meta.tsv,2011-10-13,11,0,9
ParlaMint-EE-en_2011-10-17-meta.tsv,2011-10-17,10,0,2
ParlaMint-EE-en_2011-10-18-meta.tsv,2011-10-18,27,0,18
ParlaMint-EE-en_2011-10-19-meta.tsv,2011-10-19,19,0,10
ParlaMint-EE-en_2011-10-20-meta.tsv,2011-10-20,6,0,1
ParlaMint-EE-en_2011-10-24-meta.tsv,2011-10-24,14,0,1
ParlaMint-EE-en_2011-10-25-meta.tsv,2011-10-25,21,0,19
ParlaMint-EE-en_2011-10-26-meta.tsv,2011-10-26,39,0,16
ParlaMint-EE-en_2011-10-27-meta.tsv,2011-10-27,14,0,17
ParlaMint-EE-en_2011-11-07-meta.tsv,2011-11-07,19,0,2
ParlaMint-EE-en_2011-11-08-meta.tsv,2011-11-08,23,0,11
ParlaMint-EE-en_2011-11-09-meta.tsv,2011-11-09,23,0,12
ParlaMint-EE-en_2011-11-10-meta.tsv,2011-11-10,2,0,1
ParlaMint-EE-en_2011-11-14-meta.tsv,2011-11-14,3,0,3
ParlaMint-EE-en_2011-11-15-meta.tsv,2011-11-15,20,0,14
ParlaMint-EE-en_2011-11-16-meta.tsv,2011-11-16,39,0,24
ParlaMint-EE-en_2011-11-17-meta.tsv,2011-11-17,28,0,18
ParlaMint-EE-en_2011-11-21-meta.tsv,2011-11-21,12,0,3
ParlaMint-EE-en_2011-11-22-meta.tsv,2011-11-22,17,0,22
ParlaMint-EE-en_2011-11-23-meta.tsv,2011-11-23,27,0,23
ParlaMint-EE-en_2011-11-24-meta.tsv,2011-11-24,3,0,2
ParlaMint-EE-en_2011-12-05-meta.tsv,2011-12-05,18,0,2
ParlaMint-EE-en_2011-12-06-meta.tsv,2011-12-06,9,0,8
ParlaMint-EE-en_2011-12-07-meta.tsv,2011-12-07,20,0,11
ParlaMint-EE-en_2011-12-08-meta.tsv,2011-12-08,26,0,12
ParlaMint-EE-en_2011-12-12-meta.tsv,2011-12-12,11,0,3
ParlaMint-EE-en_2011-12-13-meta.tsv,2011-12-13,17,0,13
ParlaMint-EE-en_2011-12-14-meta.tsv,2011-12-14,14,0,13
ParlaMint-EE-en_2011-12-15-meta.tsv,2011-12-15,5,0,2
ParlaMint-EE-en_2012-01-09-meta.tsv,2012-01-09,15,0,2
ParlaMint-EE-en_2012-01-10-meta.tsv,2012-01-10,2,0,3
ParlaMint-EE-en_2012-01-11-meta.tsv,2012-01-11,11,0,13
ParlaMint-EE-en_2012-01-12-meta.tsv,2012-01-12,13,0,15
ParlaMint-EE-en_2012-01-16-meta.tsv,2012-01-16,15,0,2
ParlaMint-EE-en_2012-01-17-meta.tsv,2012-01-17,21,0,14
ParlaMint-EE-en_2012-01-18-meta.tsv,2012-01-18,21,0,14
ParlaMint-EE-en_2012-01-19-meta.tsv,2012-01-19,11,0,11
