Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2018-04-18-52	ParlaMint-IS_2018-04-18-52.u1	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-52, 18.04.2018.	2018-04-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	SteingrimurSigfusson	Sigfússon, Steingrímur J.	M	1955	
ParlaMint-IS-en_2018-04-18-52	ParlaMint-IS_2018-04-18-52.u2	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-52, 18.04.2018.	2018-04-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	SteingrimurSigfusson	Sigfússon, Steingrímur J.	M	1955	
ParlaMint-IS-en_2018-04-18-52	ParlaMint-IS_2018-04-18-52.u3	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-52, 18.04.2018.	2018-04-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	SteingrimurSigfusson	Sigfússon, Steingrímur J.	M	1955	
ParlaMint-IS-en_2018-04-18-52	ParlaMint-IS_2018-04-18-52.u4	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-52, 18.04.2018.	2018-04-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	V	Viðreisn	-	Centre-right	THorgerdurGunnarsdottir	Gunnarsdóttir, Þorgerður K.	F	1965	
ParlaMint-IS-en_2018-04-18-52	ParlaMint-IS_2018-04-18-52.u5	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-52, 18.04.2018.	2018-04-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	RosaBrynjolfsdottir	Brynjólfsdóttir, Rósa Björk	F	1975	
ParlaMint-IS-en_2018-04-18-52	ParlaMint-IS_2018-04-18-52.u6	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-52, 18.04.2018.	2018-04-18	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	BirgirArmannsson	Ármannsson, Birgir	M	1968	
