Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2020-03-17-55-plenair-ip029x	ParlaMint-BE_2020-03-17-55-plenair-ip029x.u1	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 17-03-2020	2020-03-17	Lower house	Zittingperiode 55	-	Plenaire zitting 029 van 17-03-2020	-	-	COVID	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2020-03-17-55-plenair-ip029x	ParlaMint-BE_2020-03-17-55-plenair-ip029x.u2	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 17-03-2020	2020-03-17	Lower house	Zittingperiode 55	-	Plenaire zitting 029 van 17-03-2020	-	-	COVID	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2020-03-17-55-plenair-ip029x	ParlaMint-BE_2020-03-17-55-plenair-ip029x.u3	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 17-03-2020	2020-03-17	Lower house	Zittingperiode 55	-	Plenaire zitting 029 van 17-03-2020	-	-	COVID	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2020-03-17-55-plenair-ip029x	ParlaMint-BE_2020-03-17-55-plenair-ip029x.u4	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 17-03-2020	2020-03-17	Lower house	Zittingperiode 55	-	Plenaire zitting 029 van 17-03-2020	-	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	WilmèsSophie	Wilmès, Sophie	F	1975	
ParlaMint-BE-en_2020-03-17-55-plenair-ip029x	ParlaMint-BE_2020-03-17-55-plenair-ip029x.u5	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 17-03-2020	2020-03-17	Lower house	Zittingperiode 55	-	Plenaire zitting 029 van 17-03-2020	-	-	COVID	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
