Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2020-03-23-55-plenair-ip032x	ParlaMint-BE_2020-03-23-55-plenair-ip032x.u1	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 23-03-2020	2020-03-23	Lower house	Zittingperiode 55	-	Plenaire zitting 032 van 23-03-2020	-	-	COVID	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2020-03-23-55-plenair-ip032x	ParlaMint-BE_2020-03-23-55-plenair-ip032x.u2	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 23-03-2020	2020-03-23	Lower house	Zittingperiode 55	-	Plenaire zitting 032 van 23-03-2020	-	-	COVID	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2020-03-23-55-plenair-ip032x	ParlaMint-BE_2020-03-23-55-plenair-ip032x.u3	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 23-03-2020	2020-03-23	Lower house	Zittingperiode 55	-	Plenaire zitting 032 van 23-03-2020	-	-	COVID	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2020-03-23-55-plenair-ip032x	ParlaMint-BE_2020-03-23-55-plenair-ip032x.u4	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 23-03-2020	2020-03-23	Lower house	Zittingperiode 55	-	Plenaire zitting 032 van 23-03-2020	-	-	COVID	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
