Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2009-05-04-lower	ParlaMint-NO_2009-05-04-lower.ana.ud2621e24	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-05-04	2009-05-04	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-05-04	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2009-05-04-lower	ParlaMint-NO_2009-05-04-lower.ana.ud2621e27	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-05-04	2009-05-04	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-05-04	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.ANA	Anundsen, Anders	M	1975	
ParlaMint-NO-en_2009-05-04-lower	ParlaMint-NO_2009-05-04-lower.ana.ud2621e34	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-05-04	2009-05-04	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-05-04	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2009-05-04-lower	ParlaMint-NO_2009-05-04-lower.ana.ud2621e48	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-05-04	2009-05-04	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-05-04	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.SAF	Flåtten, Svein	M	1944	
ParlaMint-NO-en_2009-05-04-lower	ParlaMint-NO_2009-05-04-lower.ana.ud2621e57	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-05-04	2009-05-04	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-05-04	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2009-05-04-lower	ParlaMint-NO_2009-05-04-lower.ana.ud2621e65	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-05-04	2009-05-04	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-05-04	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2009-05-04-lower	ParlaMint-NO_2009-05-04-lower.ana.ud2621e130	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-05-04	2009-05-04	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-05-04	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2009-05-04-lower	ParlaMint-NO_2009-05-04-lower.ana.ud2621e139	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-05-04	2009-05-04	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-05-04	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2009-05-04-lower	ParlaMint-NO_2009-05-04-lower.ana.ud2621e151	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-05-04	2009-05-04	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-05-04	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
