Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2009-03-13-lower	ParlaMint-NO_2009-03-13-lower.ana.ud1740e40	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-13	2009-03-13	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-13	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2009-03-13-lower	ParlaMint-NO_2009-03-13-lower.ana.ud1740e49	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-13	2009-03-13	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-13	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.IVK	Kristiansen, Ivar	M	1956	
ParlaMint-NO-en_2009-03-13-lower	ParlaMint-NO_2009-03-13-lower.ana.ud1740e63	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-13	2009-03-13	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-13	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2009-03-13-lower	ParlaMint-NO_2009-03-13-lower.ana.ud1740e71	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-13	2009-03-13	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-13	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2009-03-13-lower	ParlaMint-NO_2009-03-13-lower.ana.ud1740e323	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-13	2009-03-13	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-13	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2009-03-13-lower	ParlaMint-NO_2009-03-13-lower.ana.ud1740e332	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-13	2009-03-13	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-13	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2009-03-13-lower	ParlaMint-NO_2009-03-13-lower.ana.ud1740e452	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2009-03-13	2009-03-13	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2009-03-13	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
