Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2004-12-14-0	ParlaMint-RS_2004-12-14-0.u10552	Term 6, Meeting 6	2004-12-14	Unicameralism	6. mandat	-	Zasedanje 6	2005-11-21	-	Reference	English	Chairperson	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	MihailovićVojislav	Mihailović, Vojislav	M	1951	
ParlaMint-RS-en_2004-12-14-0	ParlaMint-RS_2004-12-14-0.u10553	Term 6, Meeting 6	2004-12-14	Unicameralism	6. mandat	-	Zasedanje 6	2005-11-21	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-14-0	ParlaMint-RS_2004-12-14-0.u10554	Term 6, Meeting 6	2004-12-14	Unicameralism	6. mandat	-	Zasedanje 6	2005-11-21	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2004-12-14-0	ParlaMint-RS_2004-12-14-0.u10555	Term 6, Meeting 6	2004-12-14	Unicameralism	6. mandat	-	Zasedanje 6	2005-11-21	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-14-0	ParlaMint-RS_2004-12-14-0.u10556	Term 6, Meeting 6	2004-12-14	Unicameralism	6. mandat	-	Zasedanje 6	2005-11-21	-	Reference	English	Regular	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	PejčićBogoljub	Pejčić, Bogoljub	M	1936	
ParlaMint-RS-en_2004-12-14-0	ParlaMint-RS_2004-12-14-0.u10557	Term 6, Meeting 6	2004-12-14	Unicameralism	6. mandat	-	Zasedanje 6	2005-11-21	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-14-0	ParlaMint-RS_2004-12-14-0.u10558	Term 6, Meeting 6	2004-12-14	Unicameralism	6. mandat	-	Zasedanje 6	2005-11-21	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	NikolićTomislav	Nikolić, Tomislav	M	1952	
ParlaMint-RS-en_2004-12-14-0	ParlaMint-RS_2004-12-14-0.u10559	Term 6, Meeting 6	2004-12-14	Unicameralism	6. mandat	-	Zasedanje 6	2005-11-21	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-14-0	ParlaMint-RS_2004-12-14-0.u10560	Term 6, Meeting 6	2004-12-14	Unicameralism	6. mandat	-	Zasedanje 6	2005-11-21	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	NikolićTomislav	Nikolić, Tomislav	M	1952	
ParlaMint-RS-en_2004-12-14-0	ParlaMint-RS_2004-12-14-0.u10561	Term 6, Meeting 6	2004-12-14	Unicameralism	6. mandat	-	Zasedanje 6	2005-11-21	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
