Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2021-06-17-ps-79	ParlaMint-FI_2021-06-17-ps-79.u1	Minutes of the Finnish Parliament's plenary session 79/2021, 2021-06-17	2021-06-17	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 79	2021-06-17	-	COVID	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	AnttiRinne	Rinne, Antti	M	1962	
ParlaMint-FI-en_2021-06-17-ps-79	ParlaMint-FI_2021-06-17-ps-79.u2	Minutes of the Finnish Parliament's plenary session 79/2021, 2021-06-17	2021-06-17	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 79	2021-06-17	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	RiikkaPurra	Purra, Riikka	F	1977	
ParlaMint-FI-en_2021-06-17-ps-79	ParlaMint-FI_2021-06-17-ps-79.u3	Minutes of the Finnish Parliament's plenary session 79/2021, 2021-06-17	2021-06-17	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 79	2021-06-17	-	COVID	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	AnttiRinne	Rinne, Antti	M	1962	
ParlaMint-FI-en_2021-06-17-ps-79	ParlaMint-FI_2021-06-17-ps-79.u4	Minutes of the Finnish Parliament's plenary session 79/2021, 2021-06-17	2021-06-17	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 79	2021-06-17	-	COVID	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	HannaHuttunen	Huttunen, Hanna	F	1969	
ParlaMint-FI-en_2021-06-17-ps-79	ParlaMint-FI_2021-06-17-ps-79.u5	Minutes of the Finnish Parliament's plenary session 79/2021, 2021-06-17	2021-06-17	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 79	2021-06-17	-	COVID	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	AnttiRinne	Rinne, Antti	M	1962	
ParlaMint-FI-en_2021-06-17-ps-79	ParlaMint-FI_2021-06-17-ps-79.u6	Minutes of the Finnish Parliament's plenary session 79/2021, 2021-06-17	2021-06-17	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 79	2021-06-17	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	RiikkaPurra	Purra, Riikka	F	1977	
ParlaMint-FI-en_2021-06-17-ps-79	ParlaMint-FI_2021-06-17-ps-79.u7	Minutes of the Finnish Parliament's plenary session 79/2021, 2021-06-17	2021-06-17	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 79	2021-06-17	-	COVID	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	AnttiRinne	Rinne, Antti	M	1962	
