Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U1	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U2	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	h_tõnisson_00000000	Tõnisson, Heili	F	-	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U3	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U4	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	-	Centre-left	m_mikko_19610926	Mikko, Marianne	F	1961	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U5	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U6	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	i_luigas_19590113	Luigas, Inara	F	1959	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U7	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U8	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U9	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	r_vakra_19810310	Vakra, Rainer	M	1981	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U10	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U11	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	l_laasi_19740912	Laasi, Lauri	M	1974	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U12	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U13	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Regular	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	t_lukas_19620605	Lukas, Tõnis	M	1962	
ParlaMint-EE-en_2011-05-02	ParlaMint-EE_2011-05-02_U14	XII Parliament term, I Session, Plenary Assembly regular meeting on Monday, 02.05.2011, 15:00	2011-05-02	Unicameralism	XII Riigikogu	I regular session	-	2011-05-02	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
