Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BA-en_2000-01-17-0	ParlaMint-BA_2000-01-17-0.u373	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 12	2000-01-17	Unicameralism	2. mandat	-	Sjednica 12	2000-01-17	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	-	Centre	ŽigićIzet	Žigić, Izet	M	1956	
ParlaMint-BA-en_2000-01-17-0	ParlaMint-BA_2000-01-17-0.u375	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 12	2000-01-17	Unicameralism	2. mandat	-	Sjednica 12	2000-01-17	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	KurtovićMirsad	Kurtović, Mirsad	U	-	
ParlaMint-BA-en_2000-01-17-0	ParlaMint-BA_2000-01-17-0.u376	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 12	2000-01-17	Unicameralism	2. mandat	-	Sjednica 12	2000-01-17	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	-	Centre	ŽigićIzet	Žigić, Izet	M	1956	
ParlaMint-BA-en_2000-01-17-0	ParlaMint-BA_2000-01-17-0.u377	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 12	2000-01-17	Unicameralism	2. mandat	-	Sjednica 12	2000-01-17	-	Reference	English	Regular	MP	notMinister	SDA	Stranka demokratske akcije	-	Centre-right to right	ČamparaAvdo	Čampara, Avdo	M	1937	
ParlaMint-BA-en_2000-01-17-0	ParlaMint-BA_2000-01-17-0.u378	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 12	2000-01-17	Unicameralism	2. mandat	-	Sjednica 12	2000-01-17	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	-	Centre	ŽigićIzet	Žigić, Izet	M	1956	
ParlaMint-BA-en_2000-01-17-0	ParlaMint-BA_2000-01-17-0.u380	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 12	2000-01-17	Unicameralism	2. mandat	-	Sjednica 12	2000-01-17	-	Reference	English	Regular	MP	notMinister	SDA	Stranka demokratske akcije	-	Centre-right to right	ČamparaAvdo	Čampara, Avdo	M	1937	
ParlaMint-BA-en_2000-01-17-0	ParlaMint-BA_2000-01-17-0.u381	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 12	2000-01-17	Unicameralism	2. mandat	-	Sjednica 12	2000-01-17	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	-	Centre	ŽigićIzet	Žigić, Izet	M	1956	
ParlaMint-BA-en_2000-01-17-0	ParlaMint-BA_2000-01-17-0.u382	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 12	2000-01-17	Unicameralism	2. mandat	-	Sjednica 12	2000-01-17	-	Reference	English	Regular	MP	notMinister	SDA	Stranka demokratske akcije	-	Centre-right to right	ČamparaAvdo	Čampara, Avdo	M	1937	
ParlaMint-BA-en_2000-01-17-0	ParlaMint-BA_2000-01-17-0.u383	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 12	2000-01-17	Unicameralism	2. mandat	-	Sjednica 12	2000-01-17	-	Reference	English	Chairperson	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	-	Centre	ŽigićIzet	Žigić, Izet	M	1956	
