Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2015-11-03	ParlaMint-NO_2015-11-03.ana.ud2561e26	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-11-03	2015-11-03	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-11-03	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2015-11-03	ParlaMint-NO_2015-11-03.ana.ud2561e88	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-11-03	2015-11-03	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-11-03	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2015-11-03	ParlaMint-NO_2015-11-03.ana.ud2561e96	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-11-03	2015-11-03	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-11-03	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2015-11-03	ParlaMint-NO_2015-11-03.ana.ud2561e99	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-11-03	2015-11-03	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-11-03	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.GEST	Toskedal, Geir Sigbjørn	M	1954	
ParlaMint-NO-en_2015-11-03	ParlaMint-NO_2015-11-03.ana.ud2561e104	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-11-03	2015-11-03	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-11-03	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2015-11-03	ParlaMint-NO_2015-11-03.ana.ud2561e116	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-11-03	2015-11-03	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-11-03	-	Reference	English	Regular	notMP	notMinister	H	Høyre	Coalition	Centre-right	person.VIHE	Helgesen, Vidar	M	1968	
ParlaMint-NO-en_2015-11-03	ParlaMint-NO_2015-11-03.ana.ud2561e372	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-11-03	2015-11-03	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-11-03	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2015-11-03	ParlaMint-NO_2015-11-03.ana.ud2561e388	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-11-03	2015-11-03	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-11-03	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2015-11-03	ParlaMint-NO_2015-11-03.ana.ud2561e394	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-11-03	2015-11-03	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-11-03	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2015-11-03	ParlaMint-NO_2015-11-03.ana.ud2561e660	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-11-03	2015-11-03	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-11-03	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
