Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2015-09-30	ParlaMint-NO_2015-09-30.ana.ud1714e22	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-09-30	2015-09-30	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-09-30	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2015-09-30	ParlaMint-NO_2015-09-30.ana.ud1714e66	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-09-30	2015-09-30	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-09-30	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2015-09-30	ParlaMint-NO_2015-09-30.ana.ud1714e83	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-09-30	2015-09-30	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-09-30	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2015-09-30	ParlaMint-NO_2015-09-30.ana.ud1714e88	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-09-30	2015-09-30	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-09-30	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.HTN	Nesvik, Harald T.	M	1966	
ParlaMint-NO-en_2015-09-30	ParlaMint-NO_2015-09-30.ana.ud1714e93	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-09-30	2015-09-30	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-09-30	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2015-09-30	ParlaMint-NO_2015-09-30.ana.ud1714e393	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2015-2016, Sitting day 2015-09-30	2015-09-30	Unicameralism	Term 2013-2017	Session 2015-2016	-	Sitting day 2015-09-30	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
