Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2017-10-05-SDZ7-Izredna-48	ParlaMint-SI_2017-10-05-SDZ7-Izredna-48.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 48, (05. 10. 2017)	2017-10-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2017-10-05-SDZ7-Izredna-48	ParlaMint-SI_2017-10-05-SDZ7-Izredna-48.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 48, (05. 10. 2017)	2017-10-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	CerarMiro	Cerar, Miro	M	1963	
ParlaMint-SI-en_2017-10-05-SDZ7-Izredna-48	ParlaMint-SI_2017-10-05-SDZ7-Izredna-48.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 48, (05. 10. 2017)	2017-10-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2017-10-05-SDZ7-Izredna-48	ParlaMint-SI_2017-10-05-SDZ7-Izredna-48.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 48, (05. 10. 2017)	2017-10-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	VraničarErmanMateja	Vraničar Erman, Mateja	F	1965	
ParlaMint-SI-en_2017-10-05-SDZ7-Izredna-48	ParlaMint-SI_2017-10-05-SDZ7-Izredna-48.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 48, (05. 10. 2017)	2017-10-05	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
