Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2022-06-08-tweedekamer-7	ParlaMint-NL_2022-06-08-tweedekamer-7.u1	Report of the meeting of the Dutch Lower House, Meeting 89, Session 7 (2022-06-08)	2022-06-08	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 89	Sitting 2022-06-08	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-08-tweedekamer-7	ParlaMint-NL_2022-06-08-tweedekamer-7.u2	Report of the meeting of the Dutch Lower House, Meeting 89, Session 7 (2022-06-08)	2022-06-08	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 89	Sitting 2022-06-08	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-08-tweedekamer-7	ParlaMint-NL_2022-06-08-tweedekamer-7.u3	Report of the meeting of the Dutch Lower House, Meeting 89, Session 7 (2022-06-08)	2022-06-08	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 89	Sitting 2022-06-08	-	COVID,War	English	Guest	notMP	notMinister	CU	ChristenUnie	Coalition	Centre-right	JoelWeerwind	Voordewind, Joël	M	1965	
ParlaMint-NL-en_2022-06-08-tweedekamer-7	ParlaMint-NL_2022-06-08-tweedekamer-7.u4	Report of the meeting of the Dutch Lower House, Meeting 89, Session 7 (2022-06-08)	2022-06-08	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 89	Sitting 2022-06-08	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-08-tweedekamer-7	ParlaMint-NL_2022-06-08-tweedekamer-7.u5	Report of the meeting of the Dutch Lower House, Meeting 89, Session 7 (2022-06-08)	2022-06-08	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 89	Sitting 2022-06-08	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-08-tweedekamer-7	ParlaMint-NL_2022-06-08-tweedekamer-7.u6	Report of the meeting of the Dutch Lower House, Meeting 89, Session 7 (2022-06-08)	2022-06-08	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 89	Sitting 2022-06-08	-	COVID,War	English	Guest	notMP	notMinister	CU	ChristenUnie	Coalition	Centre-right	JoelWeerwind	Voordewind, Joël	M	1965	
ParlaMint-NL-en_2022-06-08-tweedekamer-7	ParlaMint-NL_2022-06-08-tweedekamer-7.u7	Report of the meeting of the Dutch Lower House, Meeting 89, Session 7 (2022-06-08)	2022-06-08	Lower house	Meeting of the 30th Tweede Kamer	Session 7	Meeting 89	Sitting 2022-06-08	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
