Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2022-06-29-tweedekamer-4	ParlaMint-NL_2022-06-29-tweedekamer-4.u1	Report of the meeting of the Dutch Lower House, Meeting 98, Session 4 (2022-06-29)	2022-06-29	Lower house	Meeting of the 30th Tweede Kamer	Session 4	Meeting 98	Sitting 2022-06-29	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-29-tweedekamer-4	ParlaMint-NL_2022-06-29-tweedekamer-4.u2	Report of the meeting of the Dutch Lower House, Meeting 98, Session 4 (2022-06-29)	2022-06-29	Lower house	Meeting of the 30th Tweede Kamer	Session 4	Meeting 98	Sitting 2022-06-29	-	COVID,War	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EvavanEsch	van Esch, Eva	F	1986	
ParlaMint-NL-en_2022-06-29-tweedekamer-4	ParlaMint-NL_2022-06-29-tweedekamer-4.u3	Report of the meeting of the Dutch Lower House, Meeting 98, Session 4 (2022-06-29)	2022-06-29	Lower house	Meeting of the 30th Tweede Kamer	Session 4	Meeting 98	Sitting 2022-06-29	-	COVID,War	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EvavanEsch	van Esch, Eva	F	1986	
ParlaMint-NL-en_2022-06-29-tweedekamer-4	ParlaMint-NL_2022-06-29-tweedekamer-4.u4	Report of the meeting of the Dutch Lower House, Meeting 98, Session 4 (2022-06-29)	2022-06-29	Lower house	Meeting of the 30th Tweede Kamer	Session 4	Meeting 98	Sitting 2022-06-29	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-29-tweedekamer-4	ParlaMint-NL_2022-06-29-tweedekamer-4.u5	Report of the meeting of the Dutch Lower House, Meeting 98, Session 4 (2022-06-29)	2022-06-29	Lower house	Meeting of the 30th Tweede Kamer	Session 4	Meeting 98	Sitting 2022-06-29	-	COVID,War	English	Guest	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	VivianneHeijnen	Heijnen, Vivianne	F	1982	
ParlaMint-NL-en_2022-06-29-tweedekamer-4	ParlaMint-NL_2022-06-29-tweedekamer-4.u6	Report of the meeting of the Dutch Lower House, Meeting 98, Session 4 (2022-06-29)	2022-06-29	Lower house	Meeting of the 30th Tweede Kamer	Session 4	Meeting 98	Sitting 2022-06-29	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-29-tweedekamer-4	ParlaMint-NL_2022-06-29-tweedekamer-4.u7	Report of the meeting of the Dutch Lower House, Meeting 98, Session 4 (2022-06-29)	2022-06-29	Lower house	Meeting of the 30th Tweede Kamer	Session 4	Meeting 98	Sitting 2022-06-29	-	COVID,War	English	Guest	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	VivianneHeijnen	Heijnen, Vivianne	F	1982	
ParlaMint-NL-en_2022-06-29-tweedekamer-4	ParlaMint-NL_2022-06-29-tweedekamer-4.u8	Report of the meeting of the Dutch Lower House, Meeting 98, Session 4 (2022-06-29)	2022-06-29	Lower house	Meeting of the 30th Tweede Kamer	Session 4	Meeting 98	Sitting 2022-06-29	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-06-29-tweedekamer-4	ParlaMint-NL_2022-06-29-tweedekamer-4.u9	Report of the meeting of the Dutch Lower House, Meeting 98, Session 4 (2022-06-29)	2022-06-29	Lower house	Meeting of the 30th Tweede Kamer	Session 4	Meeting 98	Sitting 2022-06-29	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
