Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2022-02-17-tweedekamer-10	ParlaMint-NL_2022-02-17-tweedekamer-10.u1	Report of the meeting of the Dutch Lower House, Meeting 52, Session 10 (2022-02-17)	2022-02-17	Lower house	Meeting of the 30th Tweede Kamer	Session 10	Meeting 52	Sitting 2022-02-17	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-02-17-tweedekamer-10	ParlaMint-NL_2022-02-17-tweedekamer-10.u2	Report of the meeting of the Dutch Lower House, Meeting 52, Session 10 (2022-02-17)	2022-02-17	Lower house	Meeting of the 30th Tweede Kamer	Session 10	Meeting 52	Sitting 2022-02-17	-	COVID	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	MariekeKoekkoek	Koekkoek, Marieke	F	1989	
ParlaMint-NL-en_2022-02-17-tweedekamer-10	ParlaMint-NL_2022-02-17-tweedekamer-10.u3	Report of the meeting of the Dutch Lower House, Meeting 52, Session 10 (2022-02-17)	2022-02-17	Lower house	Meeting of the 30th Tweede Kamer	Session 10	Meeting 52	Sitting 2022-02-17	-	COVID	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	WopkeHoekstra	Hoekstra, Wopke	M	1975	
ParlaMint-NL-en_2022-02-17-tweedekamer-10	ParlaMint-NL_2022-02-17-tweedekamer-10.u4	Report of the meeting of the Dutch Lower House, Meeting 52, Session 10 (2022-02-17)	2022-02-17	Lower house	Meeting of the 30th Tweede Kamer	Session 10	Meeting 52	Sitting 2022-02-17	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-02-17-tweedekamer-10	ParlaMint-NL_2022-02-17-tweedekamer-10.u5	Report of the meeting of the Dutch Lower House, Meeting 52, Session 10 (2022-02-17)	2022-02-17	Lower house	Meeting of the 30th Tweede Kamer	Session 10	Meeting 52	Sitting 2022-02-17	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
